ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,12
1,FIAS_FZJ-Epi1Ger,2,12
1,IEM_Health-CovidProject,3,12
1,ILM-EKF,4,12
1,ITWW-county_repro,5,12
1,Karlen-pypm,6,12
1,MIT_CovidAnalytics-DELPHI,7,12
1,RobertWalraven-ESG,8,12
1,epiforecasts-EpiNow2,9,12
1,itwm-dSEIR,10,12
1,UMass-MechBayes,11,12
1,HZI-AgeExtendedSEIR,12,12
2,EuroCOVIDhub-baseline,1,12
2,FIAS_FZJ-Epi1Ger,2,12
2,IEM_Health-CovidProject,3,12
2,ILM-EKF,4,12
2,ITWW-county_repro,5,12
2,Karlen-pypm,6,12
2,MIT_CovidAnalytics-DELPHI,7,12
2,RobertWalraven-ESG,8,12
2,epiforecasts-EpiNow2,9,12
2,itwm-dSEIR,10,12
2,UMass-MechBayes,11,12
2,MUNI-ARIMA,12,12
3,EuroCOVIDhub-baseline,1,12
3,FIAS_FZJ-Epi1Ger,2,12
3,IEM_Health-CovidProject,3,12
3,ILM-EKF,4,12
3,ITWW-county_repro,5,12
3,Karlen-pypm,6,12
3,MIT_CovidAnalytics-DELPHI,7,12
3,RobertWalraven-ESG,8,12
3,epiforecasts-EpiNow2,9,12
3,itwm-dSEIR,10,12
3,HZI-AgeExtendedSEIR,11,12
3,MUNI-ARIMA,12,12
4,EuroCOVIDhub-baseline,1,12
4,FIAS_FZJ-Epi1Ger,2,12
4,IEM_Health-CovidProject,3,12
4,ILM-EKF,4,12
4,ITWW-county_repro,5,12
4,Karlen-pypm,6,12
4,MIT_CovidAnalytics-DELPHI,7,12
4,RobertWalraven-ESG,8,12
4,epiforecasts-EpiNow2,9,12
4,UMass-MechBayes,10,12
4,HZI-AgeExtendedSEIR,11,12
4,MUNI-ARIMA,12,12
5,EuroCOVIDhub-baseline,1,12
5,FIAS_FZJ-Epi1Ger,2,12
5,IEM_Health-CovidProject,3,12
5,ILM-EKF,4,12
5,ITWW-county_repro,5,12
5,Karlen-pypm,6,12
5,MIT_CovidAnalytics-DELPHI,7,12
5,RobertWalraven-ESG,8,12
5,itwm-dSEIR,9,12
5,UMass-MechBayes,10,12
5,HZI-AgeExtendedSEIR,11,12
5,MUNI-ARIMA,12,12
6,EuroCOVIDhub-baseline,1,12
6,FIAS_FZJ-Epi1Ger,2,12
6,IEM_Health-CovidProject,3,12
6,ILM-EKF,4,12
6,ITWW-county_repro,5,12
6,Karlen-pypm,6,12
6,MIT_CovidAnalytics-DELPHI,7,12
6,epiforecasts-EpiNow2,8,12
6,itwm-dSEIR,9,12
6,UMass-MechBayes,10,12
6,HZI-AgeExtendedSEIR,11,12
6,MUNI-ARIMA,12,12
7,EuroCOVIDhub-baseline,1,12
7,FIAS_FZJ-Epi1Ger,2,12
7,IEM_Health-CovidProject,3,12
