ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,14
1,FIAS_FZJ-Epi1Ger,2,14
1,IEM_Health-CovidProject,3,14
1,ILM-EKF,4,14
1,ITWW-county_repro,5,14
1,Karlen-pypm,6,14
1,MIT_CovidAnalytics-DELPHI,7,14
1,RobertWalraven-ESG,8,14
1,epiforecasts-EpiExpert,9,14
1,epiforecasts-EpiNow2,10,14
1,itwm-dSEIR,11,14
1,UMass-MechBayes,12,14
1,epiforecasts-EpiExpert_Rt,13,14
1,HZI-AgeExtendedSEIR,14,14
2,EuroCOVIDhub-baseline,1,14
2,FIAS_FZJ-Epi1Ger,2,14
2,IEM_Health-CovidProject,3,14
2,ILM-EKF,4,14
2,ITWW-county_repro,5,14
2,Karlen-pypm,6,14
2,MIT_CovidAnalytics-DELPHI,7,14
2,RobertWalraven-ESG,8,14
2,epiforecasts-EpiExpert,9,14
2,epiforecasts-EpiNow2,10,14
2,itwm-dSEIR,11,14
2,UMass-MechBayes,12,14
2,epiforecasts-EpiExpert_Rt,13,14
2,epiforecasts-EpiExpert_direct,14,14
4,EuroCOVIDhub-baseline,1,14
4,FIAS_FZJ-Epi1Ger,2,14
4,IEM_Health-CovidProject,3,14
4,ILM-EKF,4,14
4,ITWW-county_repro,5,14
4,Karlen-pypm,6,14
4,MIT_CovidAnalytics-DELPHI,7,14
4,RobertWalraven-ESG,8,14
4,epiforecasts-EpiExpert,9,14
4,epiforecasts-EpiNow2,10,14
4,itwm-dSEIR,11,14
4,UMass-MechBayes,12,14
4,HZI-AgeExtendedSEIR,13,14
4,epiforecasts-EpiExpert_direct,14,14
7,EuroCOVIDhub-baseline,1,14
7,FIAS_FZJ-Epi1Ger,2,14
7,IEM_Health-CovidProject,3,14
7,ILM-EKF,4,14
7,ITWW-county_repro,5,14
7,Karlen-pypm,6,14
7,MIT_CovidAnalytics-DELPHI,7,14
7,RobertWalraven-ESG,8,14
7,epiforecasts-EpiExpert,9,14
7,epiforecasts-EpiNow2,10,14
7,itwm-dSEIR,11,14
7,epiforecasts-EpiExpert_Rt,12,14
7,HZI-AgeExtendedSEIR,13,14
7,epiforecasts-EpiExpert_direct,14,14
8,EuroCOVIDhub-baseline,1,14
8,FIAS_FZJ-Epi1Ger,2,14
8,IEM_Health-CovidProject,3,14
8,ILM-EKF,4,14
8,ITWW-county_repro,5,14
8,Karlen-pypm,6,14
8,MIT_CovidAnalytics-DELPHI,7,14
8,RobertWalraven-ESG,8,14
8,epiforecasts-EpiExpert,9,14
8,epiforecasts-EpiNow2,10,14
8,itwm-dSEIR,11,14
8,epiforecasts-EpiExpert_Rt,12,14
8,HZI-AgeExtendedSEIR,13,14
8,MUNI-ARIMA,14,14
9,EuroCOVIDhub-baseline,1,14
9,FIAS_FZJ-Epi1Ger,2,14
9,IEM_Health-CovidProject,3,14
9,ILM-EKF,4,14
9,ITWW-county_repro,5,14
9,Karlen-pypm,6,14
9,MIT_CovidAnalytics-DELPHI,7,14
9,RobertWalraven-ESG,8,14
9,epiforecasts-EpiExpert,9,14
9,epiforecasts-EpiNow2,10,14
9,itwm-dSEIR,11,14
9,epiforecasts-EpiExpert_Rt,12,14
9,epiforecasts-EpiExpert_direct,13,14
9,MUNI-ARIMA,14,14
10,EuroCOVIDhub-baseline,1,14
10,FIAS_FZJ-Epi1Ger,2,14
10,IEM_Health-CovidProject,3,14
10,ILM-EKF,4,14
10,ITWW-county_repro,5,14
10,Karlen-pypm,6,14
10,MIT_CovidAnalytics-DELPHI,7,14
10,RobertWalraven-ESG,8,14
10,epiforecasts-EpiExpert,9,14
10,epiforecasts-EpiNow2,10,14
10,itwm-dSEIR,11,14
10,HZI-AgeExtendedSEIR,12,14
10,epiforecasts-EpiExpert_direct,13,14
10,MUNI-ARIMA,14,14
11,EuroCOVIDhub-baseline,1,14
11,FIAS_FZJ-Epi1Ger,2,14
11,IEM_Health-CovidProject,3,14
11,ILM-EKF,4,14
11,ITWW-county_repro,5,14
11,Karlen-pypm,6,14
11,MIT_CovidAnalytics-DELPHI,7,14
11,RobertWalraven-ESG,8,14
11,epiforecasts-EpiExpert,9,14
11,epiforecasts-EpiNow2,10,14
11,UMass-MechBayes,11,14
11,epiforecasts-EpiExpert_Rt,12,14
11,HZI-AgeExtendedSEIR,13,14
11,epiforecasts-EpiExpert_direct,14,14
15,EuroCOVIDhub-baseline,1,14
15,FIAS_FZJ-Epi1Ger,2,14
15,IEM_Health-CovidProject,3,14
15,ILM-EKF,4,14
15,ITWW-county_repro,5,14
15,Karlen-pypm,6,14
15,MIT_CovidAnalytics-DELPHI,7,14
15,RobertWalraven-ESG,8,14
15,epiforecasts-EpiExpert,9,14
15,epiforecasts-EpiNow2,10,14
15,epiforecasts-EpiExpert_Rt,11,14
15,HZI-AgeExtendedSEIR,12,14
15,epiforecasts-EpiExpert_direct,13,14
15,MUNI-ARIMA,14,14
16,EuroCOVIDhub-baseline,1,14
16,FIAS_FZJ-Epi1Ger,2,14
16,IEM_Health-CovidProject,3,14
16,ILM-EKF,4,14
16,ITWW-county_repro,5,14
