ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,11
1,FIAS_FZJ-Epi1Ger,2,11
1,IEM_Health-CovidProject,3,11
1,ILM-EKF,4,11
1,ITWW-county_repro,5,11
1,Karlen-pypm,6,11
1,MIT_CovidAnalytics-DELPHI,7,11
1,RobertWalraven-ESG,8,11
1,epiforecasts-EpiNow2,9,11
1,itwm-dSEIR,10,11
1,UMass-MechBayes,11,11
2,EuroCOVIDhub-baseline,1,11
2,FIAS_FZJ-Epi1Ger,2,11
2,IEM_Health-CovidProject,3,11
2,ILM-EKF,4,11
2,ITWW-county_repro,5,11
2,Karlen-pypm,6,11
2,MIT_CovidAnalytics-DELPHI,7,11
2,RobertWalraven-ESG,8,11
2,epiforecasts-EpiNow2,9,11
2,itwm-dSEIR,10,11
2,HZI-AgeExtendedSEIR,11,11
7,EuroCOVIDhub-baseline,1,11
7,FIAS_FZJ-Epi1Ger,2,11
7,IEM_Health-CovidProject,3,11
7,ILM-EKF,4,11
7,ITWW-county_repro,5,11
7,Karlen-pypm,6,11
7,MIT_CovidAnalytics-DELPHI,7,11
7,RobertWalraven-ESG,8,11
7,itwm-dSEIR,9,11
7,UMass-MechBayes,10,11
7,HZI-AgeExtendedSEIR,11,11
8,EuroCOVIDhub-baseline,1,11
8,FIAS_FZJ-Epi1Ger,2,11
8,IEM_Health-CovidProject,3,11
8,ILM-EKF,4,11
8,ITWW-county_repro,5,11
8,Karlen-pypm,6,11
8,MIT_CovidAnalytics-DELPHI,7,11
8,RobertWalraven-ESG,8,11
8,itwm-dSEIR,9,11
8,UMass-MechBayes,10,11
8,MUNI-ARIMA,11,11
9,EuroCOVIDhub-baseline,1,11
9,FIAS_FZJ-Epi1Ger,2,11
9,IEM_Health-CovidProject,3,11
9,ILM-EKF,4,11
9,ITWW-county_repro,5,11
9,Karlen-pypm,6,11
9,MIT_CovidAnalytics-DELPHI,7,11
9,RobertWalraven-ESG,8,11
9,itwm-dSEIR,9,11
9,HZI-AgeExtendedSEIR,10,11
9,MUNI-ARIMA,11,11
10,EuroCOVIDhub-baseline,1,11
10,FIAS_FZJ-Epi1Ger,2,11
10,IEM_Health-CovidProject,3,11
10,ILM-EKF,4,11
10,ITWW-county_repro,5,11
10,Karlen-pypm,6,11
10,MIT_CovidAnalytics-DELPHI,7,11
10,RobertWalraven-ESG,8,11
10,UMass-MechBayes,9,11
10,HZI-AgeExtendedSEIR,10,11
10,MUNI-ARIMA,11,11
15,EuroCOVIDhub-baseline,1,11
15,FIAS_FZJ-Epi1Ger,2,11
15,IEM_Health-CovidProject,3,11
15,ILM-EKF,4,11
15,ITWW-county_repro,5,11
15,Karlen-pypm,6,11
15,MIT_CovidAnalytics-DELPHI,7,11
15,itwm-dSEIR,8,11
15,UMass-MechBayes,9,11
15,HZI-AgeExtendedSEIR,10,11
15,MUNI-ARIMA,11,11
20,EuroCOVIDhub-baseline,1,11
20,FIAS_FZJ-Epi1Ger,2,11
20,IEM_Health-CovidProject,3,11
20,ILM-EKF,4,11
20,ITWW-county_repro,5,11
20,Karlen-pypm,6,11
20,RobertWalraven-ESG,7,11
20,itwm-dSEIR,8,11
20,UMass-MechBayes,9,11
20,HZI-AgeExtendedSEIR,10,11
20,MUNI-ARIMA,11,11
22,EuroCOVIDhub-baseline,1,11
22,FIAS_FZJ-Epi1Ger,2,11
22,IEM_Health-CovidProject,3,11
22,ILM-EKF,4,11
22,ITWW-county_repro,5,11
22,MIT_CovidAnalytics-DELPHI,6,11
22,RobertWalraven-ESG,7,11
22,epiforecasts-EpiNow2,8,11
22,itwm-dSEIR,9,11
22,UMass-MechBayes,10,11
22,HZI-AgeExtendedSEIR,11,11
23,EuroCOVIDhub-baseline,1,11
23,FIAS_FZJ-Epi1Ger,2,11
23,IEM_Health-CovidProject,3,11
23,ILM-EKF,4,11
23,ITWW-county_repro,5,11
23,MIT_CovidAnalytics-DELPHI,6,11
23,RobertWalraven-ESG,7,11
23,epiforecasts-EpiNow2,8,11
23,itwm-dSEIR,9,11
23,UMass-MechBayes,10,11
23,MUNI-ARIMA,11,11
24,EuroCOVIDhub-baseline,1,11
24,FIAS_FZJ-Epi1Ger,2,11
24,IEM_Health-CovidProject,3,11
24,ILM-EKF,4,11
24,ITWW-county_repro,5,11
24,MIT_CovidAnalytics-DELPHI,6,11
24,RobertWalraven-ESG,7,11
24,epiforecasts-EpiNow2,8,11
24,itwm-dSEIR,9,11
24,HZI-AgeExtendedSEIR,10,11
24,MUNI-ARIMA,11,11
25,EuroCOVIDhub-baseline,1,11
25,FIAS_FZJ-Epi1Ger,2,11
25,IEM_Health-CovidProject,3,11
25,ILM-EKF,4,11
25,ITWW-county_repro,5,11
25,MIT_CovidAnalytics-DELPHI,6,11
25,RobertWalraven-ESG,7,11
25,epiforecasts-EpiNow2,8,11
25,UMass-MechBayes,9,11
25,HZI-AgeExtendedSEIR,10,11
25,MUNI-ARIMA,11,11
26,EuroCOVIDhub-baseline,1,11
26,FIAS_FZJ-Epi1Ger,2,11
26,IEM_Health-CovidProject,3,11
26,ILM-EKF,4,11
26,ITWW-county_repro,5,11
26,MIT_CovidAnalytics-DELPHI,6,11
26,RobertWalraven-ESG,7,11
26,itwm-dSEIR,8,11
26,UMass-MechBayes,9,11
26,HZI-AgeExtendedSEIR,10,11
26,MUNI-ARIMA,11,11
27,EuroCOVIDhub-baseline,1,11
27,FIAS_FZJ-Epi1Ger,2,11
27,IEM_Health-CovidProject,3,11
27,ILM-EKF,4,11
27,ITWW-county_repro,5,11
27,MIT_CovidAnalytics-DELPHI,6,11
27,epiforecasts-EpiNow2,7,11
27,itwm-dSEIR,8,11
27,UMass-MechBayes,9,11
27,HZI-AgeExtendedSEIR,10,11
27,MUNI-ARIMA,11,11
28,EuroCOVIDhub-baseline,1,11
28,FIAS_FZJ-Epi1Ger,2,11
28,IEM_Health-CovidProject,3,11
28,ILM-EKF,4,11
28,ITWW-county_repro,5,11
28,RobertWalraven-ESG,6,11
28,epiforecasts-EpiNow2,7,11
