ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,2
1,FIAS_FZJ-Epi1Ger,2,2
2,EuroCOVIDhub-baseline,1,2
2,IEM_Health-CovidProject,2,2
3,EuroCOVIDhub-baseline,1,2
3,ILM-EKF,2,2
4,EuroCOVIDhub-baseline,1,2
4,ITWW-county_repro,2,2
5,EuroCOVIDhub-baseline,1,2
5,Karlen-pypm,2,2
6,EuroCOVIDhub-baseline,1,2
6,MIT_CovidAnalytics-DELPHI,2,2
7,EuroCOVIDhub-baseline,1,2
7,RobertWalraven-ESG,2,2
8,EuroCOVIDhub-baseline,1,2
8,epiforecasts-EpiNow2,2,2
9,EuroCOVIDhub-baseline,1,2
9,itwm-dSEIR,2,2
10,EuroCOVIDhub-baseline,1,2
10,UMass-MechBayes,2,2
11,EuroCOVIDhub-baseline,1,2
11,HZI-AgeExtendedSEIR,2,2
12,EuroCOVIDhub-baseline,1,2
12,MUNI-ARIMA,2,2
13,FIAS_FZJ-Epi1Ger,1,2
13,IEM_Health-CovidProject,2,2
14,FIAS_FZJ-Epi1Ger,1,2
14,ILM-EKF,2,2
15,FIAS_FZJ-Epi1Ger,1,2
15,ITWW-county_repro,2,2
16,FIAS_FZJ-Epi1Ger,1,2
16,Karlen-pypm,2,2
17,FIAS_FZJ-Epi1Ger,1,2
17,MIT_CovidAnalytics-DELPHI,2,2
18,FIAS_FZJ-Epi1Ger,1,2
18,RobertWalraven-ESG,2,2
19,FIAS_FZJ-Epi1Ger,1,2
19,epiforecasts-EpiNow2,2,2
20,FIAS_FZJ-Epi1Ger,1,2
20,itwm-dSEIR,2,2
21,FIAS_FZJ-Epi1Ger,1,2
21,UMass-MechBayes,2,2
22,FIAS_FZJ-Epi1Ger,1,2
22,HZI-AgeExtendedSEIR,2,2
23,FIAS_FZJ-Epi1Ger,1,2
23,MUNI-ARIMA,2,2
24,IEM_Health-CovidProject,1,2
24,ILM-EKF,2,2
25,IEM_Health-CovidProject,1,2
25,ITWW-county_repro,2,2
26,IEM_Health-CovidProject,1,2
26,Karlen-pypm,2,2
27,IEM_Health-CovidProject,1,2
27,MIT_CovidAnalytics-DELPHI,2,2
28,IEM_Health-CovidProject,1,2
28,RobertWalraven-ESG,2,2
