ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,10
1,FIAS_FZJ-Epi1Ger,2,10
1,IEM_Health-CovidProject,3,10
1,ILM-EKF,4,10
1,ITWW-county_repro,5,10
1,Karlen-pypm,6,10
1,MIT_CovidAnalytics-DELPHI,7,10
1,UNIPV-BayesINGARCHX,8,10
1,epiforecasts-EpiNow2,9,10
1,itwm-dSEIR,10,10
6,EuroCOVIDhub-baseline,1,10
6,FIAS_FZJ-Epi1Ger,2,10
6,IEM_Health-CovidProject,3,10
6,ILM-EKF,4,10
6,ITWW-county_repro,5,10
6,Karlen-pypm,6,10
6,MIT_CovidAnalytics-DELPHI,7,10
6,UNIPV-BayesINGARCHX,8,10
6,itwm-dSEIR,9,10
6,HZI-AgeExtendedSEIR,10,10
26,EuroCOVIDhub-baseline,1,10
26,FIAS_FZJ-Epi1Ger,2,10
26,IEM_Health-CovidProject,3,10
26,ILM-EKF,4,10
26,ITWW-county_repro,5,10
26,Karlen-pypm,6,10
26,MIT_CovidAnalytics-DELPHI,7,10
26,itwm-dSEIR,8,10
26,HZI-AgeExtendedSEIR,9,10
26,MUNI-ARIMA,10,10
27,EuroCOVIDhub-baseline,1,10
27,FIAS_FZJ-Epi1Ger,2,10
27,IEM_Health-CovidProject,3,10
27,ILM-EKF,4,10
27,ITWW-county_repro,5,10
27,Karlen-pypm,6,10
27,MIT_CovidAnalytics-DELPHI,7,10
27,itwm-dSEIR,8,10
27,HZI-AgeExtendedSEIR,9,10
27,RobertWalraven-ESG,10,10
29,EuroCOVIDhub-baseline,1,10
29,FIAS_FZJ-Epi1Ger,2,10
29,IEM_Health-CovidProject,3,10
29,ILM-EKF,4,10
29,ITWW-county_repro,5,10
29,Karlen-pypm,6,10
29,MIT_CovidAnalytics-DELPHI,7,10
29,itwm-dSEIR,8,10
29,MUNI-ARIMA,9,10
29,RobertWalraven-ESG,10,10
32,EuroCOVIDhub-baseline,1,10
32,FIAS_FZJ-Epi1Ger,2,10
32,IEM_Health-CovidProject,3,10
32,ILM-EKF,4,10
32,ITWW-county_repro,5,10
32,Karlen-pypm,6,10
32,MIT_CovidAnalytics-DELPHI,7,10
32,HZI-AgeExtendedSEIR,8,10
32,MUNI-ARIMA,9,10
32,RobertWalraven-ESG,10,10
46,EuroCOVIDhub-baseline,1,10
