ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,5
1,ICM-agentModel,2,5
1,IEM_Health-CovidProject,3,5
1,ILM-EKF,4,5
1,ITWW-county_repro,5,5
2,EuroCOVIDhub-baseline,1,5
2,ICM-agentModel,2,5
2,IEM_Health-CovidProject,3,5
2,ILM-EKF,4,5
2,MIT_CovidAnalytics-DELPHI,5,5
3,EuroCOVIDhub-baseline,1,5
3,ICM-agentModel,2,5
3,IEM_Health-CovidProject,3,5
3,ILM-EKF,4,5
3,MOCOS-agent1,5,5
4,EuroCOVIDhub-baseline,1,5
4,ICM-agentModel,2,5
4,IEM_Health-CovidProject,3,5
4,ILM-EKF,4,5
4,epiforecasts-EpiNow2,5,5
5,EuroCOVIDhub-baseline,1,5
5,ICM-agentModel,2,5
5,IEM_Health-CovidProject,3,5
5,ILM-EKF,4,5
5,PL_GRedlarski-DistrictsSum,5,5
6,EuroCOVIDhub-baseline,1,5
6,ICM-agentModel,2,5
6,IEM_Health-CovidProject,3,5
6,ILM-EKF,4,5
6,MUNI-ARIMA,5,5
7,EuroCOVIDhub-baseline,1,5
7,ICM-agentModel,2,5
7,IEM_Health-CovidProject,3,5
7,ILM-EKF,4,5
7,RobertWalraven-ESG,5,5
8,EuroCOVIDhub-baseline,1,5
8,ICM-agentModel,2,5
8,IEM_Health-CovidProject,3,5
8,ITWW-county_repro,4,5
8,MIT_CovidAnalytics-DELPHI,5,5
9,EuroCOVIDhub-baseline,1,5
9,ICM-agentModel,2,5
9,IEM_Health-CovidProject,3,5
9,ITWW-county_repro,4,5
9,MOCOS-agent1,5,5
10,EuroCOVIDhub-baseline,1,5
10,ICM-agentModel,2,5
10,IEM_Health-CovidProject,3,5
10,ITWW-county_repro,4,5
10,epiforecasts-EpiNow2,5,5
11,EuroCOVIDhub-baseline,1,5
11,ICM-agentModel,2,5
11,IEM_Health-CovidProject,3,5
11,ITWW-county_repro,4,5
11,PL_GRedlarski-DistrictsSum,5,5
12,EuroCOVIDhub-baseline,1,5
12,ICM-agentModel,2,5
12,IEM_Health-CovidProject,3,5
12,ITWW-county_repro,4,5
12,MUNI-ARIMA,5,5
13,EuroCOVIDhub-baseline,1,5
13,ICM-agentModel,2,5
13,IEM_Health-CovidProject,3,5
13,ITWW-county_repro,4,5
13,RobertWalraven-ESG,5,5
14,EuroCOVIDhub-baseline,1,5
14,ICM-agentModel,2,5
14,IEM_Health-CovidProject,3,5
14,MIT_CovidAnalytics-DELPHI,4,5
14,MOCOS-agent1,5,5
15,EuroCOVIDhub-baseline,1,5
15,ICM-agentModel,2,5
15,IEM_Health-CovidProject,3,5
15,MIT_CovidAnalytics-DELPHI,4,5
15,epiforecasts-EpiNow2,5,5
16,EuroCOVIDhub-baseline,1,5
16,ICM-agentModel,2,5
16,IEM_Health-CovidProject,3,5
16,MIT_CovidAnalytics-DELPHI,4,5
16,PL_GRedlarski-DistrictsSum,5,5
17,EuroCOVIDhub-baseline,1,5
17,ICM-agentModel,2,5
17,IEM_Health-CovidProject,3,5
17,MIT_CovidAnalytics-DELPHI,4,5
17,MUNI-ARIMA,5,5
18,EuroCOVIDhub-baseline,1,5
18,ICM-agentModel,2,5
18,IEM_Health-CovidProject,3,5
18,MIT_CovidAnalytics-DELPHI,4,5
18,RobertWalraven-ESG,5,5
19,EuroCOVIDhub-baseline,1,5
19,ICM-agentModel,2,5
19,IEM_Health-CovidProject,3,5
19,MOCOS-agent1,4,5
19,epiforecasts-EpiNow2,5,5
20,EuroCOVIDhub-baseline,1,5
20,ICM-agentModel,2,5
20,IEM_Health-CovidProject,3,5
20,MOCOS-agent1,4,5
20,PL_GRedlarski-DistrictsSum,5,5
21,EuroCOVIDhub-baseline,1,5
21,ICM-agentModel,2,5
21,IEM_Health-CovidProject,3,5
21,MOCOS-agent1,4,5
21,MUNI-ARIMA,5,5
22,EuroCOVIDhub-baseline,1,5
22,ICM-agentModel,2,5
22,IEM_Health-CovidProject,3,5
22,MOCOS-agent1,4,5
22,RobertWalraven-ESG,5,5
23,EuroCOVIDhub-baseline,1,5
23,ICM-agentModel,2,5
23,IEM_Health-CovidProject,3,5
23,epiforecasts-EpiNow2,4,5
23,PL_GRedlarski-DistrictsSum,5,5
24,EuroCOVIDhub-baseline,1,5
24,ICM-agentModel,2,5
24,IEM_Health-CovidProject,3,5
24,epiforecasts-EpiNow2,4,5
24,MUNI-ARIMA,5,5
25,EuroCOVIDhub-baseline,1,5
