ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,13
1,ICM-agentModel,2,13
1,IEM_Health-CovidProject,3,13
1,ILM-EKF,4,13
1,ITWW-county_repro,5,13
1,MIMUW-StochSEIR,6,13
1,MIT_CovidAnalytics-DELPHI,7,13
1,MOCOS-agent1,8,13
1,RobertWalraven-ESG,9,13
1,epiforecasts-EpiExpert,10,13
1,epiforecasts-EpiNow2,11,13
1,UMass-MechBayes,12,13
1,epiforecasts-EpiExpert_Rt,13,13
2,EuroCOVIDhub-baseline,1,13
2,ICM-agentModel,2,13
2,IEM_Health-CovidProject,3,13
2,ILM-EKF,4,13
2,ITWW-county_repro,5,13
2,MIMUW-StochSEIR,6,13
2,MIT_CovidAnalytics-DELPHI,7,13
2,MOCOS-agent1,8,13
2,RobertWalraven-ESG,9,13
2,epiforecasts-EpiExpert,10,13
2,epiforecasts-EpiNow2,11,13
2,UMass-MechBayes,12,13
2,epiforecasts-EpiExpert_direct,13,13
3,EuroCOVIDhub-baseline,1,13
3,ICM-agentModel,2,13
3,IEM_Health-CovidProject,3,13
3,ILM-EKF,4,13
3,ITWW-county_repro,5,13
3,MIMUW-StochSEIR,6,13
3,MIT_CovidAnalytics-DELPHI,7,13
3,MOCOS-agent1,8,13
3,RobertWalraven-ESG,9,13
3,epiforecasts-EpiExpert,10,13
3,epiforecasts-EpiNow2,11,13
3,UMass-MechBayes,12,13
3,MUNI-ARIMA,13,13
4,EuroCOVIDhub-baseline,1,13
4,ICM-agentModel,2,13
4,IEM_Health-CovidProject,3,13
4,ILM-EKF,4,13
4,ITWW-county_repro,5,13
4,MIMUW-StochSEIR,6,13
4,MIT_CovidAnalytics-DELPHI,7,13
4,MOCOS-agent1,8,13
4,RobertWalraven-ESG,9,13
4,epiforecasts-EpiExpert,10,13
4,epiforecasts-EpiNow2,11,13
4,UMass-MechBayes,12,13
4,Karlen-pypm,13,13
5,EuroCOVIDhub-baseline,1,13
5,ICM-agentModel,2,13
5,IEM_Health-CovidProject,3,13
5,ILM-EKF,4,13
5,ITWW-county_repro,5,13
5,MIMUW-StochSEIR,6,13
5,MIT_CovidAnalytics-DELPHI,7,13
5,MOCOS-agent1,8,13
5,RobertWalraven-ESG,9,13
5,epiforecasts-EpiExpert,10,13
5,epiforecasts-EpiNow2,11,13
5,epiforecasts-EpiExpert_Rt,12,13
5,epiforecasts-EpiExpert_direct,13,13
6,EuroCOVIDhub-baseline,1,13
6,ICM-agentModel,2,13
6,IEM_Health-CovidProject,3,13
6,ILM-EKF,4,13
6,ITWW-county_repro,5,13
6,MIMUW-StochSEIR,6,13
6,MIT_CovidAnalytics-DELPHI,7,13
6,MOCOS-agent1,8,13
6,RobertWalraven-ESG,9,13
6,epiforecasts-EpiExpert,10,13
6,epiforecasts-EpiNow2,11,13
6,epiforecasts-EpiExpert_Rt,12,13
6,MUNI-ARIMA,13,13
7,EuroCOVIDhub-baseline,1,13
7,ICM-agentModel,2,13
7,IEM_Health-CovidProject,3,13
7,ILM-EKF,4,13
7,ITWW-county_repro,5,13
7,MIMUW-StochSEIR,6,13
7,MIT_CovidAnalytics-DELPHI,7,13
7,MOCOS-agent1,8,13
7,RobertWalraven-ESG,9,13
7,epiforecasts-EpiExpert,10,13
7,epiforecasts-EpiNow2,11,13
7,epiforecasts-EpiExpert_Rt,12,13
7,Karlen-pypm,13,13
8,EuroCOVIDhub-baseline,1,13
8,ICM-agentModel,2,13
8,IEM_Health-CovidProject,3,13
8,ILM-EKF,4,13
8,ITWW-county_repro,5,13
8,MIMUW-StochSEIR,6,13
8,MIT_CovidAnalytics-DELPHI,7,13
8,MOCOS-agent1,8,13
8,RobertWalraven-ESG,9,13
8,epiforecasts-EpiExpert,10,13
8,epiforecasts-EpiNow2,11,13
8,epiforecasts-EpiExpert_direct,12,13
8,MUNI-ARIMA,13,13
9,EuroCOVIDhub-baseline,1,13
9,ICM-agentModel,2,13
9,IEM_Health-CovidProject,3,13
9,ILM-EKF,4,13
9,ITWW-county_repro,5,13
9,MIMUW-StochSEIR,6,13
9,MIT_CovidAnalytics-DELPHI,7,13
9,MOCOS-agent1,8,13
9,RobertWalraven-ESG,9,13
9,epiforecasts-EpiExpert,10,13
9,epiforecasts-EpiNow2,11,13
9,epiforecasts-EpiExpert_direct,12,13
9,Karlen-pypm,13,13
10,EuroCOVIDhub-baseline,1,13
10,ICM-agentModel,2,13
10,IEM_Health-CovidProject,3,13
10,ILM-EKF,4,13
10,ITWW-county_repro,5,13
10,MIMUW-StochSEIR,6,13
10,MIT_CovidAnalytics-DELPHI,7,13
10,MOCOS-agent1,8,13
10,RobertWalraven-ESG,9,13
10,epiforecasts-EpiExpert,10,13
10,epiforecasts-EpiNow2,11,13
10,MUNI-ARIMA,12,13
10,Karlen-pypm,13,13
11,EuroCOVIDhub-baseline,1,13
11,ICM-agentModel,2,13
11,IEM_Health-CovidProject,3,13
11,ILM-EKF,4,13
11,ITWW-county_repro,5,13
11,MIMUW-StochSEIR,6,13
11,MIT_CovidAnalytics-DELPHI,7,13
11,MOCOS-agent1,8,13
11,RobertWalraven-ESG,9,13
11,epiforecasts-EpiExpert,10,13
11,UMass-MechBayes,11,13
11,epiforecasts-EpiExpert_Rt,12,13
11,epiforecasts-EpiExpert_direct,13,13
12,EuroCOVIDhub-baseline,1,13
12,ICM-agentModel,2,13
12,IEM_Health-CovidProject,3,13
12,ILM-EKF,4,13
12,ITWW-county_repro,5,13
12,MIMUW-StochSEIR,6,13
12,MIT_CovidAnalytics-DELPHI,7,13
12,MOCOS-agent1,8,13
12,RobertWalraven-ESG,9,13
12,epiforecasts-EpiExpert,10,13
12,UMass-MechBayes,11,13
12,epiforecasts-EpiExpert_Rt,12,13
12,MUNI-ARIMA,13,13
13,EuroCOVIDhub-baseline,1,13
13,ICM-agentModel,2,13
13,IEM_Health-CovidProject,3,13
13,ILM-EKF,4,13
13,ITWW-county_repro,5,13
13,MIMUW-StochSEIR,6,13
13,MIT_CovidAnalytics-DELPHI,7,13
13,MOCOS-agent1,8,13
13,RobertWalraven-ESG,9,13
13,epiforecasts-EpiExpert,10,13
13,UMass-MechBayes,11,13
13,epiforecasts-EpiExpert_Rt,12,13
13,Karlen-pypm,13,13
14,EuroCOVIDhub-baseline,1,13
14,ICM-agentModel,2,13
14,IEM_Health-CovidProject,3,13
14,ILM-EKF,4,13
14,ITWW-county_repro,5,13
14,MIMUW-StochSEIR,6,13
14,MIT_CovidAnalytics-DELPHI,7,13
14,MOCOS-agent1,8,13
14,RobertWalraven-ESG,9,13
14,epiforecasts-EpiExpert,10,13
14,UMass-MechBayes,11,13
14,epiforecasts-EpiExpert_direct,12,13
14,MUNI-ARIMA,13,13
15,EuroCOVIDhub-baseline,1,13
15,ICM-agentModel,2,13
15,IEM_Health-CovidProject,3,13
15,ILM-EKF,4,13
15,ITWW-county_repro,5,13
15,MIMUW-StochSEIR,6,13
15,MIT_CovidAnalytics-DELPHI,7,13
15,MOCOS-agent1,8,13
15,RobertWalraven-ESG,9,13
15,epiforecasts-EpiExpert,10,13
15,UMass-MechBayes,11,13
15,epiforecasts-EpiExpert_direct,12,13
15,Karlen-pypm,13,13
16,EuroCOVIDhub-baseline,1,13
16,ICM-agentModel,2,13
16,IEM_Health-CovidProject,3,13
16,ILM-EKF,4,13
16,ITWW-county_repro,5,13
16,MIMUW-StochSEIR,6,13
16,MIT_CovidAnalytics-DELPHI,7,13
16,MOCOS-agent1,8,13
16,RobertWalraven-ESG,9,13
16,epiforecasts-EpiExpert,10,13
16,UMass-MechBayes,11,13
16,MUNI-ARIMA,12,13
16,Karlen-pypm,13,13
17,EuroCOVIDhub-baseline,1,13
17,ICM-agentModel,2,13
17,IEM_Health-CovidProject,3,13
17,ILM-EKF,4,13
17,ITWW-county_repro,5,13
17,MIMUW-StochSEIR,6,13
17,MIT_CovidAnalytics-DELPHI,7,13
17,MOCOS-agent1,8,13
17,RobertWalraven-ESG,9,13
17,epiforecasts-EpiExpert,10,13
17,epiforecasts-EpiExpert_Rt,11,13
17,epiforecasts-EpiExpert_direct,12,13
17,MUNI-ARIMA,13,13
18,EuroCOVIDhub-baseline,1,13
18,ICM-agentModel,2,13
18,IEM_Health-CovidProject,3,13
