ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,14
1,ICM-agentModel,2,14
1,IEM_Health-CovidProject,3,14
1,ILM-EKF,4,14
1,ITWW-county_repro,5,14
1,MIMUW-StochSEIR,6,14
1,MIT_CovidAnalytics-DELPHI,7,14
1,MOCOS-agent1,8,14
1,RobertWalraven-ESG,9,14
1,epiforecasts-EpiExpert,10,14
1,epiforecasts-EpiNow2,11,14
1,UMass-MechBayes,12,14
1,epiforecasts-EpiExpert_Rt,13,14
1,epiforecasts-EpiExpert_direct,14,14
2,EuroCOVIDhub-baseline,1,14
2,ICM-agentModel,2,14
2,IEM_Health-CovidProject,3,14
2,ILM-EKF,4,14
2,ITWW-county_repro,5,14
2,MIMUW-StochSEIR,6,14
2,MIT_CovidAnalytics-DELPHI,7,14
2,MOCOS-agent1,8,14
2,RobertWalraven-ESG,9,14
2,epiforecasts-EpiExpert,10,14
2,epiforecasts-EpiNow2,11,14
2,UMass-MechBayes,12,14
2,epiforecasts-EpiExpert_Rt,13,14
2,MUNI-ARIMA,14,14
3,EuroCOVIDhub-baseline,1,14
3,ICM-agentModel,2,14
3,IEM_Health-CovidProject,3,14
3,ILM-EKF,4,14
3,ITWW-county_repro,5,14
3,MIMUW-StochSEIR,6,14
3,MIT_CovidAnalytics-DELPHI,7,14
3,MOCOS-agent1,8,14
3,RobertWalraven-ESG,9,14
3,epiforecasts-EpiExpert,10,14
3,epiforecasts-EpiNow2,11,14
3,UMass-MechBayes,12,14
3,epiforecasts-EpiExpert_Rt,13,14
3,Karlen-pypm,14,14
4,EuroCOVIDhub-baseline,1,14
4,ICM-agentModel,2,14
4,IEM_Health-CovidProject,3,14
4,ILM-EKF,4,14
4,ITWW-county_repro,5,14
4,MIMUW-StochSEIR,6,14
4,MIT_CovidAnalytics-DELPHI,7,14
4,MOCOS-agent1,8,14
4,RobertWalraven-ESG,9,14
4,epiforecasts-EpiExpert,10,14
4,epiforecasts-EpiNow2,11,14
4,UMass-MechBayes,12,14
4,epiforecasts-EpiExpert_direct,13,14
4,MUNI-ARIMA,14,14
5,EuroCOVIDhub-baseline,1,14
5,ICM-agentModel,2,14
5,IEM_Health-CovidProject,3,14
5,ILM-EKF,4,14
5,ITWW-county_repro,5,14
5,MIMUW-StochSEIR,6,14
5,MIT_CovidAnalytics-DELPHI,7,14
5,MOCOS-agent1,8,14
5,RobertWalraven-ESG,9,14
5,epiforecasts-EpiExpert,10,14
5,epiforecasts-EpiNow2,11,14
5,UMass-MechBayes,12,14
5,epiforecasts-EpiExpert_direct,13,14
5,Karlen-pypm,14,14
6,EuroCOVIDhub-baseline,1,14
6,ICM-agentModel,2,14
6,IEM_Health-CovidProject,3,14
6,ILM-EKF,4,14
6,ITWW-county_repro,5,14
6,MIMUW-StochSEIR,6,14
6,MIT_CovidAnalytics-DELPHI,7,14
6,MOCOS-agent1,8,14
6,RobertWalraven-ESG,9,14
6,epiforecasts-EpiExpert,10,14
6,epiforecasts-EpiNow2,11,14
6,UMass-MechBayes,12,14
6,MUNI-ARIMA,13,14
6,Karlen-pypm,14,14
7,EuroCOVIDhub-baseline,1,14
7,ICM-agentModel,2,14
7,IEM_Health-CovidProject,3,14
7,ILM-EKF,4,14
7,ITWW-county_repro,5,14
7,MIMUW-StochSEIR,6,14
7,MIT_CovidAnalytics-DELPHI,7,14
7,MOCOS-agent1,8,14
7,RobertWalraven-ESG,9,14
7,epiforecasts-EpiExpert,10,14
7,epiforecasts-EpiNow2,11,14
7,epiforecasts-EpiExpert_Rt,12,14
7,epiforecasts-EpiExpert_direct,13,14
7,MUNI-ARIMA,14,14
8,EuroCOVIDhub-baseline,1,14
8,ICM-agentModel,2,14
8,IEM_Health-CovidProject,3,14
8,ILM-EKF,4,14
8,ITWW-county_repro,5,14
8,MIMUW-StochSEIR,6,14
8,MIT_CovidAnalytics-DELPHI,7,14
8,MOCOS-agent1,8,14
8,RobertWalraven-ESG,9,14
8,epiforecasts-EpiExpert,10,14
8,epiforecasts-EpiNow2,11,14
8,epiforecasts-EpiExpert_Rt,12,14
8,epiforecasts-EpiExpert_direct,13,14
8,Karlen-pypm,14,14
9,EuroCOVIDhub-baseline,1,14
9,ICM-agentModel,2,14
9,IEM_Health-CovidProject,3,14
9,ILM-EKF,4,14
9,ITWW-county_repro,5,14
9,MIMUW-StochSEIR,6,14
9,MIT_CovidAnalytics-DELPHI,7,14
9,MOCOS-agent1,8,14
9,RobertWalraven-ESG,9,14
9,epiforecasts-EpiExpert,10,14
9,epiforecasts-EpiNow2,11,14
9,epiforecasts-EpiExpert_Rt,12,14
9,MUNI-ARIMA,13,14
9,Karlen-pypm,14,14
10,EuroCOVIDhub-baseline,1,14
10,ICM-agentModel,2,14
10,IEM_Health-CovidProject,3,14
10,ILM-EKF,4,14
10,ITWW-county_repro,5,14
10,MIMUW-StochSEIR,6,14
10,MIT_CovidAnalytics-DELPHI,7,14
10,MOCOS-agent1,8,14
10,RobertWalraven-ESG,9,14
10,epiforecasts-EpiExpert,10,14
10,epiforecasts-EpiNow2,11,14
10,epiforecasts-EpiExpert_direct,12,14
10,MUNI-ARIMA,13,14
10,Karlen-pypm,14,14
11,EuroCOVIDhub-baseline,1,14
11,ICM-agentModel,2,14
11,IEM_Health-CovidProject,3,14
11,ILM-EKF,4,14
11,ITWW-county_repro,5,14
11,MIMUW-StochSEIR,6,14
11,MIT_CovidAnalytics-DELPHI,7,14
11,MOCOS-agent1,8,14
11,RobertWalraven-ESG,9,14
11,epiforecasts-EpiExpert,10,14
11,UMass-MechBayes,11,14
11,epiforecasts-EpiExpert_Rt,12,14
11,epiforecasts-EpiExpert_direct,13,14
11,MUNI-ARIMA,14,14
12,EuroCOVIDhub-baseline,1,14
12,ICM-agentModel,2,14
12,IEM_Health-CovidProject,3,14
12,ILM-EKF,4,14
12,ITWW-county_repro,5,14
12,MIMUW-StochSEIR,6,14
12,MIT_CovidAnalytics-DELPHI,7,14
12,MOCOS-agent1,8,14
12,RobertWalraven-ESG,9,14
12,epiforecasts-EpiExpert,10,14
12,UMass-MechBayes,11,14
12,epiforecasts-EpiExpert_Rt,12,14
12,epiforecasts-EpiExpert_direct,13,14
12,Karlen-pypm,14,14
13,EuroCOVIDhub-baseline,1,14
