ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,10
1,ICM-agentModel,2,10
1,IEM_Health-CovidProject,3,10
1,ILM-EKF,4,10
1,ITWW-county_repro,5,10
1,MIT_CovidAnalytics-DELPHI,6,10
1,MOCOS-agent1,7,10
1,RobertWalraven-ESG,8,10
1,epiforecasts-EpiNow2,9,10
1,UMass-MechBayes,10,10
2,EuroCOVIDhub-baseline,1,10
2,ICM-agentModel,2,10
2,IEM_Health-CovidProject,3,10
2,ILM-EKF,4,10
2,ITWW-county_repro,5,10
2,MIT_CovidAnalytics-DELPHI,6,10
2,MOCOS-agent1,7,10
2,RobertWalraven-ESG,8,10
2,epiforecasts-EpiNow2,9,10
2,MUNI-ARIMA,10,10
3,EuroCOVIDhub-baseline,1,10
3,ICM-agentModel,2,10
3,IEM_Health-CovidProject,3,10
3,ILM-EKF,4,10
3,ITWW-county_repro,5,10
3,MIT_CovidAnalytics-DELPHI,6,10
3,MOCOS-agent1,7,10
3,RobertWalraven-ESG,8,10
3,UMass-MechBayes,9,10
3,MUNI-ARIMA,10,10
6,EuroCOVIDhub-baseline,1,10
6,ICM-agentModel,2,10
6,IEM_Health-CovidProject,3,10
6,ILM-EKF,4,10
6,ITWW-county_repro,5,10
6,MOCOS-agent1,6,10
6,RobertWalraven-ESG,7,10
6,epiforecasts-EpiNow2,8,10
6,UMass-MechBayes,9,10
6,MUNI-ARIMA,10,10
10,EuroCOVIDhub-baseline,1,10
10,IEM_Health-CovidProject,2,10
10,ILM-EKF,3,10
10,ITWW-county_repro,4,10
10,MIT_CovidAnalytics-DELPHI,5,10
10,MOCOS-agent1,6,10
10,RobertWalraven-ESG,7,10
10,epiforecasts-EpiNow2,8,10
10,UMass-MechBayes,9,10
10,MUNI-ARIMA,10,10
