ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,4
1,ICM-agentModel,2,4
1,IEM_Health-CovidProject,3,4
1,ILM-EKF,4,4
2,EuroCOVIDhub-baseline,1,4
2,ICM-agentModel,2,4
2,IEM_Health-CovidProject,3,4
2,ITWW-county_repro,4,4
3,EuroCOVIDhub-baseline,1,4
3,ICM-agentModel,2,4
3,IEM_Health-CovidProject,3,4
3,MIT_CovidAnalytics-DELPHI,4,4
4,EuroCOVIDhub-baseline,1,4
4,ICM-agentModel,2,4
4,IEM_Health-CovidProject,3,4
4,MOCOS-agent1,4,4
5,EuroCOVIDhub-baseline,1,4
5,ICM-agentModel,2,4
5,IEM_Health-CovidProject,3,4
5,epiforecasts-EpiNow2,4,4
6,EuroCOVIDhub-baseline,1,4
6,ICM-agentModel,2,4
6,IEM_Health-CovidProject,3,4
6,PL_GRedlarski-DistrictsSum,4,4
7,EuroCOVIDhub-baseline,1,4
7,ICM-agentModel,2,4
7,IEM_Health-CovidProject,3,4
7,MUNI-ARIMA,4,4
8,EuroCOVIDhub-baseline,1,4
8,ICM-agentModel,2,4
8,IEM_Health-CovidProject,3,4
8,RobertWalraven-ESG,4,4
9,EuroCOVIDhub-baseline,1,4
9,ICM-agentModel,2,4
9,ILM-EKF,3,4
9,ITWW-county_repro,4,4
10,EuroCOVIDhub-baseline,1,4
10,ICM-agentModel,2,4
10,ILM-EKF,3,4
10,MIT_CovidAnalytics-DELPHI,4,4
11,EuroCOVIDhub-baseline,1,4
11,ICM-agentModel,2,4
11,ILM-EKF,3,4
11,MOCOS-agent1,4,4
12,EuroCOVIDhub-baseline,1,4
12,ICM-agentModel,2,4
12,ILM-EKF,3,4
12,epiforecasts-EpiNow2,4,4
13,EuroCOVIDhub-baseline,1,4
13,ICM-agentModel,2,4
13,ILM-EKF,3,4
13,PL_GRedlarski-DistrictsSum,4,4
14,EuroCOVIDhub-baseline,1,4
14,ICM-agentModel,2,4
14,ILM-EKF,3,4
14,MUNI-ARIMA,4,4
15,EuroCOVIDhub-baseline,1,4
15,ICM-agentModel,2,4
15,ILM-EKF,3,4
15,RobertWalraven-ESG,4,4
16,EuroCOVIDhub-baseline,1,4
16,ICM-agentModel,2,4
16,ITWW-county_repro,3,4
16,MIT_CovidAnalytics-DELPHI,4,4
17,EuroCOVIDhub-baseline,1,4
17,ICM-agentModel,2,4
17,ITWW-county_repro,3,4
17,MOCOS-agent1,4,4
18,EuroCOVIDhub-baseline,1,4
18,ICM-agentModel,2,4
18,ITWW-county_repro,3,4
18,epiforecasts-EpiNow2,4,4
19,EuroCOVIDhub-baseline,1,4
19,ICM-agentModel,2,4
19,ITWW-county_repro,3,4
19,PL_GRedlarski-DistrictsSum,4,4
20,EuroCOVIDhub-baseline,1,4
20,ICM-agentModel,2,4
20,ITWW-county_repro,3,4
20,MUNI-ARIMA,4,4
21,EuroCOVIDhub-baseline,1,4
21,ICM-agentModel,2,4
21,ITWW-county_repro,3,4
21,RobertWalraven-ESG,4,4
22,EuroCOVIDhub-baseline,1,4
22,ICM-agentModel,2,4
22,MIT_CovidAnalytics-DELPHI,3,4
22,MOCOS-agent1,4,4
23,EuroCOVIDhub-baseline,1,4
23,ICM-agentModel,2,4
23,MIT_CovidAnalytics-DELPHI,3,4
23,epiforecasts-EpiNow2,4,4
24,EuroCOVIDhub-baseline,1,4
24,ICM-agentModel,2,4
24,MIT_CovidAnalytics-DELPHI,3,4
24,PL_GRedlarski-DistrictsSum,4,4
25,EuroCOVIDhub-baseline,1,4
25,ICM-agentModel,2,4
25,MIT_CovidAnalytics-DELPHI,3,4
25,MUNI-ARIMA,4,4
26,EuroCOVIDhub-baseline,1,4
26,ICM-agentModel,2,4
26,MIT_CovidAnalytics-DELPHI,3,4
26,RobertWalraven-ESG,4,4
27,EuroCOVIDhub-baseline,1,4
27,ICM-agentModel,2,4
27,MOCOS-agent1,3,4
27,epiforecasts-EpiNow2,4,4
28,EuroCOVIDhub-baseline,1,4
28,ICM-agentModel,2,4
28,MOCOS-agent1,3,4
28,PL_GRedlarski-DistrictsSum,4,4
29,EuroCOVIDhub-baseline,1,4
29,ICM-agentModel,2,4
29,MOCOS-agent1,3,4
29,MUNI-ARIMA,4,4
30,EuroCOVIDhub-baseline,1,4
30,ICM-agentModel,2,4
30,MOCOS-agent1,3,4
30,RobertWalraven-ESG,4,4
31,EuroCOVIDhub-baseline,1,4
31,ICM-agentModel,2,4
31,epiforecasts-EpiNow2,3,4
31,PL_GRedlarski-DistrictsSum,4,4
32,EuroCOVIDhub-baseline,1,4
32,ICM-agentModel,2,4
32,epiforecasts-EpiNow2,3,4
32,MUNI-ARIMA,4,4
33,EuroCOVIDhub-baseline,1,4
33,ICM-agentModel,2,4
33,epiforecasts-EpiNow2,3,4
33,RobertWalraven-ESG,4,4
34,EuroCOVIDhub-baseline,1,4
34,ICM-agentModel,2,4
34,PL_GRedlarski-DistrictsSum,3,4
34,MUNI-ARIMA,4,4
35,EuroCOVIDhub-baseline,1,4
35,ICM-agentModel,2,4
35,PL_GRedlarski-DistrictsSum,3,4
35,RobertWalraven-ESG,4,4
36,EuroCOVIDhub-baseline,1,4
36,ICM-agentModel,2,4
36,MUNI-ARIMA,3,4
36,RobertWalraven-ESG,4,4
37,EuroCOVIDhub-baseline,1,4
37,IEM_Health-CovidProject,2,4
37,ILM-EKF,3,4
37,ITWW-county_repro,4,4
38,EuroCOVIDhub-baseline,1,4
38,IEM_Health-CovidProject,2,4
38,ILM-EKF,3,4
38,MIT_CovidAnalytics-DELPHI,4,4
39,EuroCOVIDhub-baseline,1,4
39,IEM_Health-CovidProject,2,4
39,ILM-EKF,3,4
39,MOCOS-agent1,4,4
40,EuroCOVIDhub-baseline,1,4
40,IEM_Health-CovidProject,2,4
40,ILM-EKF,3,4
40,epiforecasts-EpiNow2,4,4
41,EuroCOVIDhub-baseline,1,4
41,IEM_Health-CovidProject,2,4
41,ILM-EKF,3,4
41,PL_GRedlarski-DistrictsSum,4,4
42,EuroCOVIDhub-baseline,1,4
42,IEM_Health-CovidProject,2,4
42,ILM-EKF,3,4
42,MUNI-ARIMA,4,4
43,EuroCOVIDhub-baseline,1,4
43,IEM_Health-CovidProject,2,4
43,ILM-EKF,3,4
43,RobertWalraven-ESG,4,4
44,EuroCOVIDhub-baseline,1,4
44,IEM_Health-CovidProject,2,4
44,ITWW-county_repro,3,4
44,MIT_CovidAnalytics-DELPHI,4,4
45,EuroCOVIDhub-baseline,1,4
45,IEM_Health-CovidProject,2,4
45,ITWW-county_repro,3,4
45,MOCOS-agent1,4,4
46,EuroCOVIDhub-baseline,1,4
46,IEM_Health-CovidProject,2,4
46,ITWW-county_repro,3,4
46,epiforecasts-EpiNow2,4,4
47,EuroCOVIDhub-baseline,1,4
47,IEM_Health-CovidProject,2,4
47,ITWW-county_repro,3,4
47,PL_GRedlarski-DistrictsSum,4,4
48,EuroCOVIDhub-baseline,1,4
48,IEM_Health-CovidProject,2,4
48,ITWW-county_repro,3,4
48,MUNI-ARIMA,4,4
49,EuroCOVIDhub-baseline,1,4
49,IEM_Health-CovidProject,2,4
49,ITWW-county_repro,3,4
49,RobertWalraven-ESG,4,4
50,EuroCOVIDhub-baseline,1,4
50,IEM_Health-CovidProject,2,4
50,MIT_CovidAnalytics-DELPHI,3,4
50,MOCOS-agent1,4,4
51,EuroCOVIDhub-baseline,1,4
51,IEM_Health-CovidProject,2,4
51,MIT_CovidAnalytics-DELPHI,3,4
51,epiforecasts-EpiNow2,4,4
52,EuroCOVIDhub-baseline,1,4
52,IEM_Health-CovidProject,2,4
52,MIT_CovidAnalytics-DELPHI,3,4
52,PL_GRedlarski-DistrictsSum,4,4
53,EuroCOVIDhub-baseline,1,4
53,IEM_Health-CovidProject,2,4
53,MIT_CovidAnalytics-DELPHI,3,4
53,MUNI-ARIMA,4,4
54,EuroCOVIDhub-baseline,1,4
54,IEM_Health-CovidProject,2,4
54,MIT_CovidAnalytics-DELPHI,3,4
54,RobertWalraven-ESG,4,4
55,EuroCOVIDhub-baseline,1,4
55,IEM_Health-CovidProject,2,4
55,MOCOS-agent1,3,4
55,epiforecasts-EpiNow2,4,4
56,EuroCOVIDhub-baseline,1,4
56,IEM_Health-CovidProject,2,4
56,MOCOS-agent1,3,4
56,PL_GRedlarski-DistrictsSum,4,4
57,EuroCOVIDhub-baseline,1,4
57,IEM_Health-CovidProject,2,4
57,MOCOS-agent1,3,4
57,MUNI-ARIMA,4,4
58,EuroCOVIDhub-baseline,1,4
58,IEM_Health-CovidProject,2,4
58,MOCOS-agent1,3,4
58,RobertWalraven-ESG,4,4
59,EuroCOVIDhub-baseline,1,4
59,IEM_Health-CovidProject,2,4
59,epiforecasts-EpiNow2,3,4
59,PL_GRedlarski-DistrictsSum,4,4
60,EuroCOVIDhub-baseline,1,4
60,IEM_Health-CovidProject,2,4
60,epiforecasts-EpiNow2,3,4
60,MUNI-ARIMA,4,4
61,EuroCOVIDhub-baseline,1,4
61,IEM_Health-CovidProject,2,4
61,epiforecasts-EpiNow2,3,4
61,RobertWalraven-ESG,4,4
62,EuroCOVIDhub-baseline,1,4
62,IEM_Health-CovidProject,2,4
62,PL_GRedlarski-DistrictsSum,3,4
62,MUNI-ARIMA,4,4
63,EuroCOVIDhub-baseline,1,4
63,IEM_Health-CovidProject,2,4
63,PL_GRedlarski-DistrictsSum,3,4
63,RobertWalraven-ESG,4,4
64,EuroCOVIDhub-baseline,1,4
64,IEM_Health-CovidProject,2,4
64,MUNI-ARIMA,3,4
64,RobertWalraven-ESG,4,4
65,EuroCOVIDhub-baseline,1,4
65,ILM-EKF,2,4
65,ITWW-county_repro,3,4
65,MIT_CovidAnalytics-DELPHI,4,4
66,EuroCOVIDhub-baseline,1,4
66,ILM-EKF,2,4
66,ITWW-county_repro,3,4
66,MOCOS-agent1,4,4
67,EuroCOVIDhub-baseline,1,4
67,ILM-EKF,2,4
67,ITWW-county_repro,3,4
67,epiforecasts-EpiNow2,4,4
68,EuroCOVIDhub-baseline,1,4
68,ILM-EKF,2,4
68,ITWW-county_repro,3,4
68,PL_GRedlarski-DistrictsSum,4,4
69,EuroCOVIDhub-baseline,1,4
69,ILM-EKF,2,4
69,ITWW-county_repro,3,4
69,MUNI-ARIMA,4,4
70,EuroCOVIDhub-baseline,1,4
70,ILM-EKF,2,4
70,ITWW-county_repro,3,4
70,RobertWalraven-ESG,4,4
71,EuroCOVIDhub-baseline,1,4
71,ILM-EKF,2,4
71,MIT_CovidAnalytics-DELPHI,3,4
71,MOCOS-agent1,4,4
72,EuroCOVIDhub-baseline,1,4
72,ILM-EKF,2,4
72,MIT_CovidAnalytics-DELPHI,3,4
72,epiforecasts-EpiNow2,4,4
73,EuroCOVIDhub-baseline,1,4
73,ILM-EKF,2,4
73,MIT_CovidAnalytics-DELPHI,3,4
73,PL_GRedlarski-DistrictsSum,4,4
74,EuroCOVIDhub-baseline,1,4
74,ILM-EKF,2,4
74,MIT_CovidAnalytics-DELPHI,3,4
74,MUNI-ARIMA,4,4
75,EuroCOVIDhub-baseline,1,4
75,ILM-EKF,2,4
75,MIT_CovidAnalytics-DELPHI,3,4
75,RobertWalraven-ESG,4,4
76,EuroCOVIDhub-baseline,1,4
76,ILM-EKF,2,4
76,MOCOS-agent1,3,4
76,epiforecasts-EpiNow2,4,4
77,EuroCOVIDhub-baseline,1,4
77,ILM-EKF,2,4
77,MOCOS-agent1,3,4
77,PL_GRedlarski-DistrictsSum,4,4
78,EuroCOVIDhub-baseline,1,4
78,ILM-EKF,2,4
78,MOCOS-agent1,3,4
78,MUNI-ARIMA,4,4
79,EuroCOVIDhub-baseline,1,4
79,ILM-EKF,2,4
79,MOCOS-agent1,3,4
79,RobertWalraven-ESG,4,4
80,EuroCOVIDhub-baseline,1,4
80,ILM-EKF,2,4
80,epiforecasts-EpiNow2,3,4
80,PL_GRedlarski-DistrictsSum,4,4
