ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,4
1,FIAS_FZJ-Epi1Ger,2,4
1,IEM_Health-CovidProject,3,4
1,ILM-EKF,4,4
2,EuroCOVIDhub-baseline,1,4
2,FIAS_FZJ-Epi1Ger,2,4
2,IEM_Health-CovidProject,3,4
2,ITWW-county_repro,4,4
3,EuroCOVIDhub-baseline,1,4
3,FIAS_FZJ-Epi1Ger,2,4
3,IEM_Health-CovidProject,3,4
3,Karlen-pypm,4,4
4,EuroCOVIDhub-baseline,1,4
4,FIAS_FZJ-Epi1Ger,2,4
4,IEM_Health-CovidProject,3,4
4,MIT_CovidAnalytics-DELPHI,4,4
5,EuroCOVIDhub-baseline,1,4
5,FIAS_FZJ-Epi1Ger,2,4
5,IEM_Health-CovidProject,3,4
5,RobertWalraven-ESG,4,4
6,EuroCOVIDhub-baseline,1,4
6,FIAS_FZJ-Epi1Ger,2,4
6,IEM_Health-CovidProject,3,4
6,epiforecasts-EpiNow2,4,4
7,EuroCOVIDhub-baseline,1,4
7,FIAS_FZJ-Epi1Ger,2,4
7,IEM_Health-CovidProject,3,4
7,itwm-dSEIR,4,4
8,EuroCOVIDhub-baseline,1,4
8,FIAS_FZJ-Epi1Ger,2,4
8,IEM_Health-CovidProject,3,4
8,UMass-MechBayes,4,4
9,EuroCOVIDhub-baseline,1,4
9,FIAS_FZJ-Epi1Ger,2,4
9,IEM_Health-CovidProject,3,4
9,HZI-AgeExtendedSEIR,4,4
10,EuroCOVIDhub-baseline,1,4
10,FIAS_FZJ-Epi1Ger,2,4
10,IEM_Health-CovidProject,3,4
10,MUNI-ARIMA,4,4
11,EuroCOVIDhub-baseline,1,4
11,FIAS_FZJ-Epi1Ger,2,4
11,ILM-EKF,3,4
11,ITWW-county_repro,4,4
12,EuroCOVIDhub-baseline,1,4
12,FIAS_FZJ-Epi1Ger,2,4
12,ILM-EKF,3,4
12,Karlen-pypm,4,4
13,EuroCOVIDhub-baseline,1,4
13,FIAS_FZJ-Epi1Ger,2,4
13,ILM-EKF,3,4
13,MIT_CovidAnalytics-DELPHI,4,4
14,EuroCOVIDhub-baseline,1,4
14,FIAS_FZJ-Epi1Ger,2,4
14,ILM-EKF,3,4
14,RobertWalraven-ESG,4,4
15,EuroCOVIDhub-baseline,1,4
15,FIAS_FZJ-Epi1Ger,2,4
15,ILM-EKF,3,4
15,epiforecasts-EpiNow2,4,4
16,EuroCOVIDhub-baseline,1,4
16,FIAS_FZJ-Epi1Ger,2,4
16,ILM-EKF,3,4
16,itwm-dSEIR,4,4
17,EuroCOVIDhub-baseline,1,4
17,FIAS_FZJ-Epi1Ger,2,4
17,ILM-EKF,3,4
17,UMass-MechBayes,4,4
18,EuroCOVIDhub-baseline,1,4
18,FIAS_FZJ-Epi1Ger,2,4
18,ILM-EKF,3,4
18,HZI-AgeExtendedSEIR,4,4
19,EuroCOVIDhub-baseline,1,4
19,FIAS_FZJ-Epi1Ger,2,4
19,ILM-EKF,3,4
19,MUNI-ARIMA,4,4
20,EuroCOVIDhub-baseline,1,4
20,FIAS_FZJ-Epi1Ger,2,4
20,ITWW-county_repro,3,4
20,Karlen-pypm,4,4
21,EuroCOVIDhub-baseline,1,4
21,FIAS_FZJ-Epi1Ger,2,4
21,ITWW-county_repro,3,4
21,MIT_CovidAnalytics-DELPHI,4,4
22,EuroCOVIDhub-baseline,1,4
22,FIAS_FZJ-Epi1Ger,2,4
22,ITWW-county_repro,3,4
22,RobertWalraven-ESG,4,4
23,EuroCOVIDhub-baseline,1,4
23,FIAS_FZJ-Epi1Ger,2,4
23,ITWW-county_repro,3,4
23,epiforecasts-EpiNow2,4,4
24,EuroCOVIDhub-baseline,1,4
24,FIAS_FZJ-Epi1Ger,2,4
24,ITWW-county_repro,3,4
24,itwm-dSEIR,4,4
25,EuroCOVIDhub-baseline,1,4
25,FIAS_FZJ-Epi1Ger,2,4
25,ITWW-county_repro,3,4
25,UMass-MechBayes,4,4
26,EuroCOVIDhub-baseline,1,4
26,FIAS_FZJ-Epi1Ger,2,4
26,ITWW-county_repro,3,4
26,HZI-AgeExtendedSEIR,4,4
27,EuroCOVIDhub-baseline,1,4
27,FIAS_FZJ-Epi1Ger,2,4
27,ITWW-county_repro,3,4
27,MUNI-ARIMA,4,4
28,EuroCOVIDhub-baseline,1,4
28,FIAS_FZJ-Epi1Ger,2,4
28,Karlen-pypm,3,4
28,MIT_CovidAnalytics-DELPHI,4,4
29,EuroCOVIDhub-baseline,1,4
29,FIAS_FZJ-Epi1Ger,2,4
29,Karlen-pypm,3,4
29,RobertWalraven-ESG,4,4
30,EuroCOVIDhub-baseline,1,4
30,FIAS_FZJ-Epi1Ger,2,4
30,Karlen-pypm,3,4
30,epiforecasts-EpiNow2,4,4
31,EuroCOVIDhub-baseline,1,4
31,FIAS_FZJ-Epi1Ger,2,4
31,Karlen-pypm,3,4
31,itwm-dSEIR,4,4
32,EuroCOVIDhub-baseline,1,4
32,FIAS_FZJ-Epi1Ger,2,4
32,Karlen-pypm,3,4
32,UMass-MechBayes,4,4
33,EuroCOVIDhub-baseline,1,4
33,FIAS_FZJ-Epi1Ger,2,4
33,Karlen-pypm,3,4
33,HZI-AgeExtendedSEIR,4,4
34,EuroCOVIDhub-baseline,1,4
34,FIAS_FZJ-Epi1Ger,2,4
34,Karlen-pypm,3,4
34,MUNI-ARIMA,4,4
35,EuroCOVIDhub-baseline,1,4
35,FIAS_FZJ-Epi1Ger,2,4
35,MIT_CovidAnalytics-DELPHI,3,4
35,RobertWalraven-ESG,4,4
36,EuroCOVIDhub-baseline,1,4
36,FIAS_FZJ-Epi1Ger,2,4
36,MIT_CovidAnalytics-DELPHI,3,4
36,epiforecasts-EpiNow2,4,4
37,EuroCOVIDhub-baseline,1,4
37,FIAS_FZJ-Epi1Ger,2,4
37,MIT_CovidAnalytics-DELPHI,3,4
37,itwm-dSEIR,4,4
38,EuroCOVIDhub-baseline,1,4
38,FIAS_FZJ-Epi1Ger,2,4
38,MIT_CovidAnalytics-DELPHI,3,4
38,UMass-MechBayes,4,4
39,EuroCOVIDhub-baseline,1,4
39,FIAS_FZJ-Epi1Ger,2,4
39,MIT_CovidAnalytics-DELPHI,3,4
39,HZI-AgeExtendedSEIR,4,4
40,EuroCOVIDhub-baseline,1,4
