ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,4
1,IEM_Health-CovidProject,2,4
1,ILM-EKF,3,4
1,RobertWalraven-ESG,4,4
2,EuroCOVIDhub-baseline,1,4
2,IEM_Health-CovidProject,2,4
2,ILM-EKF,3,4
2,epiforecasts-EpiNow2,4,4
3,EuroCOVIDhub-baseline,1,4
3,IEM_Health-CovidProject,2,4
3,ILM-EKF,3,4
3,UMass-MechBayes,4,4
4,EuroCOVIDhub-baseline,1,4
4,IEM_Health-CovidProject,2,4
4,ILM-EKF,3,4
4,MUNI-ARIMA,4,4
5,EuroCOVIDhub-baseline,1,4
5,IEM_Health-CovidProject,2,4
5,RobertWalraven-ESG,3,4
5,epiforecasts-EpiNow2,4,4
6,EuroCOVIDhub-baseline,1,4
6,IEM_Health-CovidProject,2,4
6,RobertWalraven-ESG,3,4
6,UMass-MechBayes,4,4
7,EuroCOVIDhub-baseline,1,4
7,IEM_Health-CovidProject,2,4
7,RobertWalraven-ESG,3,4
7,MUNI-ARIMA,4,4
8,EuroCOVIDhub-baseline,1,4
8,IEM_Health-CovidProject,2,4
8,epiforecasts-EpiNow2,3,4
8,UMass-MechBayes,4,4
9,EuroCOVIDhub-baseline,1,4
9,IEM_Health-CovidProject,2,4
9,epiforecasts-EpiNow2,3,4
9,MUNI-ARIMA,4,4
10,EuroCOVIDhub-baseline,1,4
10,IEM_Health-CovidProject,2,4
10,UMass-MechBayes,3,4
10,MUNI-ARIMA,4,4
11,EuroCOVIDhub-baseline,1,4
11,ILM-EKF,2,4
11,RobertWalraven-ESG,3,4
11,epiforecasts-EpiNow2,4,4
12,EuroCOVIDhub-baseline,1,4
12,ILM-EKF,2,4
12,RobertWalraven-ESG,3,4
12,UMass-MechBayes,4,4
13,EuroCOVIDhub-baseline,1,4
13,ILM-EKF,2,4
13,RobertWalraven-ESG,3,4
13,MUNI-ARIMA,4,4
14,EuroCOVIDhub-baseline,1,4
14,ILM-EKF,2,4
14,epiforecasts-EpiNow2,3,4
14,UMass-MechBayes,4,4
15,EuroCOVIDhub-baseline,1,4
15,ILM-EKF,2,4
15,epiforecasts-EpiNow2,3,4
15,MUNI-ARIMA,4,4
16,EuroCOVIDhub-baseline,1,4
16,ILM-EKF,2,4
16,UMass-MechBayes,3,4
16,MUNI-ARIMA,4,4
17,EuroCOVIDhub-baseline,1,4
17,RobertWalraven-ESG,2,4
17,epiforecasts-EpiNow2,3,4
17,UMass-MechBayes,4,4
18,EuroCOVIDhub-baseline,1,4
18,RobertWalraven-ESG,2,4
18,epiforecasts-EpiNow2,3,4
18,MUNI-ARIMA,4,4
19,EuroCOVIDhub-baseline,1,4
19,RobertWalraven-ESG,2,4
19,UMass-MechBayes,3,4
19,MUNI-ARIMA,4,4
20,EuroCOVIDhub-baseline,1,4
20,epiforecasts-EpiNow2,2,4
20,UMass-MechBayes,3,4
20,MUNI-ARIMA,4,4
21,IEM_Health-CovidProject,1,4
21,ILM-EKF,2,4
21,RobertWalraven-ESG,3,4
21,epiforecasts-EpiNow2,4,4
22,IEM_Health-CovidProject,1,4
22,ILM-EKF,2,4
22,RobertWalraven-ESG,3,4
22,UMass-MechBayes,4,4
23,IEM_Health-CovidProject,1,4
23,ILM-EKF,2,4
23,RobertWalraven-ESG,3,4
23,MUNI-ARIMA,4,4
24,IEM_Health-CovidProject,1,4
24,ILM-EKF,2,4
24,epiforecasts-EpiNow2,3,4
24,UMass-MechBayes,4,4
25,IEM_Health-CovidProject,1,4
25,ILM-EKF,2,4
25,epiforecasts-EpiNow2,3,4
25,MUNI-ARIMA,4,4
26,IEM_Health-CovidProject,1,4
26,ILM-EKF,2,4
26,UMass-MechBayes,3,4
26,MUNI-ARIMA,4,4
27,IEM_Health-CovidProject,1,4
27,RobertWalraven-ESG,2,4
27,epiforecasts-EpiNow2,3,4
27,UMass-MechBayes,4,4
28,IEM_Health-CovidProject,1,4
28,RobertWalraven-ESG,2,4
28,epiforecasts-EpiNow2,3,4
28,MUNI-ARIMA,4,4
29,IEM_Health-CovidProject,1,4
29,RobertWalraven-ESG,2,4
29,UMass-MechBayes,3,4
29,MUNI-ARIMA,4,4
30,IEM_Health-CovidProject,1,4
30,epiforecasts-EpiNow2,2,4
30,UMass-MechBayes,3,4
30,MUNI-ARIMA,4,4
31,ILM-EKF,1,4
31,RobertWalraven-ESG,2,4
31,epiforecasts-EpiNow2,3,4
31,UMass-MechBayes,4,4
32,ILM-EKF,1,4
32,RobertWalraven-ESG,2,4
32,epiforecasts-EpiNow2,3,4
32,MUNI-ARIMA,4,4
33,ILM-EKF,1,4
33,RobertWalraven-ESG,2,4
33,UMass-MechBayes,3,4
33,MUNI-ARIMA,4,4
34,ILM-EKF,1,4
34,epiforecasts-EpiNow2,2,4
34,UMass-MechBayes,3,4
34,MUNI-ARIMA,4,4
35,RobertWalraven-ESG,1,4
35,epiforecasts-EpiNow2,2,4
35,UMass-MechBayes,3,4
35,MUNI-ARIMA,4,4
