ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,3
1,IEM_Health-CovidProject,2,3
1,ILM-EKF,3,3
2,EuroCOVIDhub-baseline,1,3
2,IEM_Health-CovidProject,2,3
2,MUNI_DMS-SEIAR,3,3
3,EuroCOVIDhub-baseline,1,3
3,IEM_Health-CovidProject,2,3
3,RobertWalraven-ESG,3,3
4,EuroCOVIDhub-baseline,1,3
4,IEM_Health-CovidProject,2,3
4,epiforecasts-EpiNow2,3,3
5,EuroCOVIDhub-baseline,1,3
5,IEM_Health-CovidProject,2,3
5,UMass-MechBayes,3,3
6,EuroCOVIDhub-baseline,1,3
6,IEM_Health-CovidProject,2,3
6,MUNI-ARIMA,3,3
7,EuroCOVIDhub-baseline,1,3
7,ILM-EKF,2,3
7,MUNI_DMS-SEIAR,3,3
8,EuroCOVIDhub-baseline,1,3
8,ILM-EKF,2,3
8,RobertWalraven-ESG,3,3
9,EuroCOVIDhub-baseline,1,3
9,ILM-EKF,2,3
9,epiforecasts-EpiNow2,3,3
10,EuroCOVIDhub-baseline,1,3
10,ILM-EKF,2,3
10,UMass-MechBayes,3,3
11,EuroCOVIDhub-baseline,1,3
11,ILM-EKF,2,3
11,MUNI-ARIMA,3,3
12,EuroCOVIDhub-baseline,1,3
12,MUNI_DMS-SEIAR,2,3
12,RobertWalraven-ESG,3,3
13,EuroCOVIDhub-baseline,1,3
13,MUNI_DMS-SEIAR,2,3
13,epiforecasts-EpiNow2,3,3
14,EuroCOVIDhub-baseline,1,3
14,MUNI_DMS-SEIAR,2,3
14,UMass-MechBayes,3,3
15,EuroCOVIDhub-baseline,1,3
15,MUNI_DMS-SEIAR,2,3
15,MUNI-ARIMA,3,3
16,EuroCOVIDhub-baseline,1,3
16,RobertWalraven-ESG,2,3
16,epiforecasts-EpiNow2,3,3
17,EuroCOVIDhub-baseline,1,3
17,RobertWalraven-ESG,2,3
17,UMass-MechBayes,3,3
18,EuroCOVIDhub-baseline,1,3
18,RobertWalraven-ESG,2,3
18,MUNI-ARIMA,3,3
19,EuroCOVIDhub-baseline,1,3
19,epiforecasts-EpiNow2,2,3
19,UMass-MechBayes,3,3
20,EuroCOVIDhub-baseline,1,3
20,epiforecasts-EpiNow2,2,3
20,MUNI-ARIMA,3,3
21,EuroCOVIDhub-baseline,1,3
21,UMass-MechBayes,2,3
21,MUNI-ARIMA,3,3
22,IEM_Health-CovidProject,1,3
22,ILM-EKF,2,3
22,MUNI_DMS-SEIAR,3,3
23,IEM_Health-CovidProject,1,3
23,ILM-EKF,2,3
23,RobertWalraven-ESG,3,3
24,IEM_Health-CovidProject,1,3
24,ILM-EKF,2,3
