ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,13
1,FIAS_FZJ-Epi1Ger,2,13
1,IEM_Health-CovidProject,3,13
1,ILM-EKF,4,13
1,ITWW-county_repro,5,13
1,Karlen-pypm,6,13
1,MIT_CovidAnalytics-DELPHI,7,13
1,UNIPV-BayesINGARCHX,8,13
1,epiforecasts-EpiNow2,9,13
1,itwm-dSEIR,10,13
1,HZI-AgeExtendedSEIR,11,13
1,MUNI-ARIMA,12,13
1,RobertWalraven-ESG,13,13
2,EuroCOVIDhub-baseline,1,13
2,FIAS_FZJ-Epi1Ger,2,13
2,IEM_Health-CovidProject,3,13
2,ILM-EKF,4,13
2,ITWW-county_repro,5,13
2,Karlen-pypm,6,13
2,MIT_CovidAnalytics-DELPHI,7,13
2,UNIPV-BayesINGARCHX,8,13
2,epiforecasts-EpiNow2,9,13
2,itwm-dSEIR,10,13
2,HZI-AgeExtendedSEIR,11,13
2,MUNI-ARIMA,12,13
2,CovidMetrics-epiBATS,13,13
3,EuroCOVIDhub-baseline,1,13
3,FIAS_FZJ-Epi1Ger,2,13
3,IEM_Health-CovidProject,3,13
3,ILM-EKF,4,13
3,ITWW-county_repro,5,13
3,Karlen-pypm,6,13
3,MIT_CovidAnalytics-DELPHI,7,13
3,UNIPV-BayesINGARCHX,8,13
3,epiforecasts-EpiNow2,9,13
3,itwm-dSEIR,10,13
3,HZI-AgeExtendedSEIR,11,13
3,RobertWalraven-ESG,12,13
3,CovidMetrics-epiBATS,13,13
4,EuroCOVIDhub-baseline,1,13
4,FIAS_FZJ-Epi1Ger,2,13
4,IEM_Health-CovidProject,3,13
4,ILM-EKF,4,13
4,ITWW-county_repro,5,13
4,Karlen-pypm,6,13
4,MIT_CovidAnalytics-DELPHI,7,13
4,UNIPV-BayesINGARCHX,8,13
4,epiforecasts-EpiNow2,9,13
4,itwm-dSEIR,10,13
4,MUNI-ARIMA,11,13
4,RobertWalraven-ESG,12,13
4,CovidMetrics-epiBATS,13,13
5,EuroCOVIDhub-baseline,1,13
5,FIAS_FZJ-Epi1Ger,2,13
5,IEM_Health-CovidProject,3,13
5,ILM-EKF,4,13
5,ITWW-county_repro,5,13
