ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,6
1,FIAS_FZJ-Epi1Ger,2,6
1,IEM_Health-CovidProject,3,6
1,ILM-EKF,4,6
1,ITWW-county_repro,5,6
1,Karlen-pypm,6,6
2,EuroCOVIDhub-baseline,1,6
2,FIAS_FZJ-Epi1Ger,2,6
2,IEM_Health-CovidProject,3,6
2,ILM-EKF,4,6
2,ITWW-county_repro,5,6
2,MIT_CovidAnalytics-DELPHI,6,6
3,EuroCOVIDhub-baseline,1,6
3,FIAS_FZJ-Epi1Ger,2,6
3,IEM_Health-CovidProject,3,6
3,ILM-EKF,4,6
3,ITWW-county_repro,5,6
3,RobertWalraven-ESG,6,6
4,EuroCOVIDhub-baseline,1,6
4,FIAS_FZJ-Epi1Ger,2,6
4,IEM_Health-CovidProject,3,6
4,ILM-EKF,4,6
4,ITWW-county_repro,5,6
4,epiforecasts-EpiNow2,6,6
5,EuroCOVIDhub-baseline,1,6
5,FIAS_FZJ-Epi1Ger,2,6
5,IEM_Health-CovidProject,3,6
5,ILM-EKF,4,6
5,ITWW-county_repro,5,6
5,itwm-dSEIR,6,6
6,EuroCOVIDhub-baseline,1,6
6,FIAS_FZJ-Epi1Ger,2,6
6,IEM_Health-CovidProject,3,6
6,ILM-EKF,4,6
6,ITWW-county_repro,5,6
6,UMass-MechBayes,6,6
7,EuroCOVIDhub-baseline,1,6
7,FIAS_FZJ-Epi1Ger,2,6
7,IEM_Health-CovidProject,3,6
7,ILM-EKF,4,6
7,ITWW-county_repro,5,6
7,HZI-AgeExtendedSEIR,6,6
8,EuroCOVIDhub-baseline,1,6
8,FIAS_FZJ-Epi1Ger,2,6
8,IEM_Health-CovidProject,3,6
8,ILM-EKF,4,6
8,ITWW-county_repro,5,6
8,MUNI-ARIMA,6,6
9,EuroCOVIDhub-baseline,1,6
9,FIAS_FZJ-Epi1Ger,2,6
9,IEM_Health-CovidProject,3,6
9,ILM-EKF,4,6
9,Karlen-pypm,5,6
9,MIT_CovidAnalytics-DELPHI,6,6
10,EuroCOVIDhub-baseline,1,6
10,FIAS_FZJ-Epi1Ger,2,6
10,IEM_Health-CovidProject,3,6
10,ILM-EKF,4,6
10,Karlen-pypm,5,6
10,RobertWalraven-ESG,6,6
11,EuroCOVIDhub-baseline,1,6
11,FIAS_FZJ-Epi1Ger,2,6
11,IEM_Health-CovidProject,3,6
11,ILM-EKF,4,6
11,Karlen-pypm,5,6
11,epiforecasts-EpiNow2,6,6
12,EuroCOVIDhub-baseline,1,6
12,FIAS_FZJ-Epi1Ger,2,6
12,IEM_Health-CovidProject,3,6
12,ILM-EKF,4,6
12,Karlen-pypm,5,6
12,itwm-dSEIR,6,6
13,EuroCOVIDhub-baseline,1,6
13,FIAS_FZJ-Epi1Ger,2,6
13,IEM_Health-CovidProject,3,6
13,ILM-EKF,4,6
13,Karlen-pypm,5,6
13,UMass-MechBayes,6,6
14,EuroCOVIDhub-baseline,1,6
14,FIAS_FZJ-Epi1Ger,2,6
14,IEM_Health-CovidProject,3,6
14,ILM-EKF,4,6
14,Karlen-pypm,5,6
14,HZI-AgeExtendedSEIR,6,6
15,EuroCOVIDhub-baseline,1,6
15,FIAS_FZJ-Epi1Ger,2,6
15,IEM_Health-CovidProject,3,6
15,ILM-EKF,4,6
15,Karlen-pypm,5,6
15,MUNI-ARIMA,6,6
16,EuroCOVIDhub-baseline,1,6
16,FIAS_FZJ-Epi1Ger,2,6
16,IEM_Health-CovidProject,3,6
16,ILM-EKF,4,6
16,MIT_CovidAnalytics-DELPHI,5,6
16,RobertWalraven-ESG,6,6
17,EuroCOVIDhub-baseline,1,6
17,FIAS_FZJ-Epi1Ger,2,6
17,IEM_Health-CovidProject,3,6
17,ILM-EKF,4,6
17,MIT_CovidAnalytics-DELPHI,5,6
17,epiforecasts-EpiNow2,6,6
18,EuroCOVIDhub-baseline,1,6
18,FIAS_FZJ-Epi1Ger,2,6
18,IEM_Health-CovidProject,3,6
18,ILM-EKF,4,6
18,MIT_CovidAnalytics-DELPHI,5,6
18,itwm-dSEIR,6,6
19,EuroCOVIDhub-baseline,1,6
19,FIAS_FZJ-Epi1Ger,2,6
19,IEM_Health-CovidProject,3,6
19,ILM-EKF,4,6
19,MIT_CovidAnalytics-DELPHI,5,6
19,UMass-MechBayes,6,6
20,EuroCOVIDhub-baseline,1,6
20,FIAS_FZJ-Epi1Ger,2,6
20,IEM_Health-CovidProject,3,6
20,ILM-EKF,4,6
20,MIT_CovidAnalytics-DELPHI,5,6
20,HZI-AgeExtendedSEIR,6,6
21,EuroCOVIDhub-baseline,1,6
21,FIAS_FZJ-Epi1Ger,2,6
21,IEM_Health-CovidProject,3,6
21,ILM-EKF,4,6
21,MIT_CovidAnalytics-DELPHI,5,6
21,MUNI-ARIMA,6,6
22,EuroCOVIDhub-baseline,1,6
22,FIAS_FZJ-Epi1Ger,2,6
22,IEM_Health-CovidProject,3,6
22,ILM-EKF,4,6
22,RobertWalraven-ESG,5,6
22,epiforecasts-EpiNow2,6,6
23,EuroCOVIDhub-baseline,1,6
23,FIAS_FZJ-Epi1Ger,2,6
23,IEM_Health-CovidProject,3,6
23,ILM-EKF,4,6
23,RobertWalraven-ESG,5,6
23,itwm-dSEIR,6,6
24,EuroCOVIDhub-baseline,1,6
24,FIAS_FZJ-Epi1Ger,2,6
24,IEM_Health-CovidProject,3,6
24,ILM-EKF,4,6
24,RobertWalraven-ESG,5,6
24,UMass-MechBayes,6,6
25,EuroCOVIDhub-baseline,1,6
25,FIAS_FZJ-Epi1Ger,2,6
25,IEM_Health-CovidProject,3,6
25,ILM-EKF,4,6
25,RobertWalraven-ESG,5,6
25,HZI-AgeExtendedSEIR,6,6
26,EuroCOVIDhub-baseline,1,6
26,FIAS_FZJ-Epi1Ger,2,6
26,IEM_Health-CovidProject,3,6
26,ILM-EKF,4,6
26,RobertWalraven-ESG,5,6
26,MUNI-ARIMA,6,6
27,EuroCOVIDhub-baseline,1,6
27,FIAS_FZJ-Epi1Ger,2,6
27,IEM_Health-CovidProject,3,6
27,ILM-EKF,4,6
27,epiforecasts-EpiNow2,5,6
27,itwm-dSEIR,6,6
28,EuroCOVIDhub-baseline,1,6
