ensid,forecast_date,ens_unavail,location,target_type,k
1,2021-03-15,0,GB,Cases,2
1,2021-03-22,0,GB,Cases,2
1,2021-03-29,0,GB,Cases,2
1,2021-04-05,0,GB,Cases,2
1,2021-04-12,0,GB,Cases,2
1,2021-04-19,0,GB,Cases,2
1,2021-04-26,0,GB,Cases,2
1,2021-05-03,0,GB,Cases,2
1,2021-05-10,0,GB,Cases,2
1,2021-05-17,0,GB,Cases,2
1,2021-05-24,0,GB,Cases,2
1,2021-05-31,0,GB,Cases,2
1,2021-06-07,0,GB,Cases,2
1,2021-06-14,0,GB,Cases,2
1,2021-06-21,0,GB,Cases,2
1,2021-06-28,0,GB,Cases,2
1,2021-07-05,0,GB,Cases,2
1,2021-07-12,0,GB,Cases,2
1,2021-07-19,0,GB,Cases,2
1,2021-07-26,0,GB,Cases,2
1,2021-08-02,0,GB,Cases,2
1,2021-08-09,0,GB,Cases,2
1,2021-08-16,0,GB,Cases,2
1,2021-08-23,0,GB,Cases,2
1,2021-08-30,0,GB,Cases,2
1,2021-09-06,0,GB,Cases,2
1,2021-09-13,0,GB,Cases,2
1,2021-09-20,0,GB,Cases,2
1,2021-09-27,0,GB,Cases,2
1,2021-10-04,0,GB,Cases,2
1,2021-10-11,0,GB,Cases,2
1,2021-10-18,0,GB,Cases,2
1,2021-10-25,0,GB,Cases,2
1,2021-11-01,0,GB,Cases,2
1,2021-11-08,0,GB,Cases,2
1,2021-11-15,0,GB,Cases,2
1,2021-11-22,0,GB,Cases,2
1,2021-11-29,0,GB,Cases,2
1,2021-12-06,0,GB,Cases,2
1,2021-12-13,0,GB,Cases,2
1,2021-12-20,0,GB,Cases,2
1,2021-12-27,0,GB,Cases,2
1,2022-01-03,0,GB,Cases,2
1,2022-01-10,0,GB,Cases,2
1,2022-01-17,0,GB,Cases,2
1,2022-01-24,0,GB,Cases,2
1,2022-01-31,0,GB,Cases,2
1,2022-02-07,0,GB,Cases,2
1,2022-02-14,0,GB,Cases,2
1,2022-02-21,0,GB,Cases,2
1,2022-02-28,0,GB,Cases,2
1,2022-03-07,0,GB,Cases,2
2,2021-03-15,0,GB,Cases,2
2,2021-03-22,0,GB,Cases,2
2,2021-03-29,0,GB,Cases,2
2,2021-04-05,0,GB,Cases,2
2,2021-04-12,0,GB,Cases,2
2,2021-04-19,0,GB,Cases,2
2,2021-04-26,0,GB,Cases,2
2,2021-05-03,0,GB,Cases,2
2,2021-05-10,0,GB,Cases,2
2,2021-05-17,0,GB,Cases,2
2,2021-05-24,0,GB,Cases,2
2,2021-05-31,0,GB,Cases,2
2,2021-06-07,0,GB,Cases,2
2,2021-06-14,0,GB,Cases,2
2,2021-06-21,0,GB,Cases,2
2,2021-06-28,0,GB,Cases,2
2,2021-07-05,0,GB,Cases,2
2,2021-07-12,0,GB,Cases,2
2,2021-07-19,0,GB,Cases,2
2,2021-07-26,0,GB,Cases,2
2,2021-08-02,0,GB,Cases,2
2,2021-08-09,0,GB,Cases,2
2,2021-08-16,0,GB,Cases,2
2,2021-08-23,0,GB,Cases,2
2,2021-08-30,0,GB,Cases,2
2,2021-09-06,0,GB,Cases,2
2,2021-09-13,0,GB,Cases,2
2,2021-09-20,0,GB,Cases,2
2,2021-09-27,0,GB,Cases,2
