ensid,model,modelid,k
5,EuroCOVIDhub-baseline,1,9
5,ICM-agentModel,2,9
5,IEM_Health-CovidProject,3,9
5,ILM-EKF,4,9
5,ITWW-county_repro,5,9
5,MIT_CovidAnalytics-DELPHI,6,9
5,MOCOS-agent1,7,9
5,PL_GRedlarski-DistrictsSum,8,9
5,RobertWalraven-ESG,9,9
12,EuroCOVIDhub-baseline,1,9
12,ICM-agentModel,2,9
12,IEM_Health-CovidProject,3,9
12,ILM-EKF,4,9
12,ITWW-county_repro,5,9
12,MOCOS-agent1,6,9
12,epiforecasts-EpiNow2,7,9
12,PL_GRedlarski-DistrictsSum,8,9
12,RobertWalraven-ESG,9,9
14,EuroCOVIDhub-baseline,1,9
14,ICM-agentModel,2,9
14,IEM_Health-CovidProject,3,9
14,ILM-EKF,4,9
14,ITWW-county_repro,5,9
14,MOCOS-agent1,6,9
14,PL_GRedlarski-DistrictsSum,7,9
14,MUNI-ARIMA,8,9
14,RobertWalraven-ESG,9,9
40,EuroCOVIDhub-baseline,1,9
40,IEM_Health-CovidProject,2,9
40,ILM-EKF,3,9
40,ITWW-county_repro,4,9
40,MIT_CovidAnalytics-DELPHI,5,9
40,MOCOS-agent1,6,9
40,PL_GRedlarski-DistrictsSum,7,9
40,MUNI-ARIMA,8,9
40,RobertWalraven-ESG,9,9
42,EuroCOVIDhub-baseline,1,9
42,IEM_Health-CovidProject,2,9
42,ILM-EKF,3,9
42,ITWW-county_repro,4,9
42,MOCOS-agent1,5,9
42,epiforecasts-EpiNow2,6,9
42,PL_GRedlarski-DistrictsSum,7,9
42,MUNI-ARIMA,8,9
42,RobertWalraven-ESG,9,9
