ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,3
1,FIAS_FZJ-Epi1Ger,2,3
1,IEM_Health-CovidProject,3,3
2,EuroCOVIDhub-baseline,1,3
2,FIAS_FZJ-Epi1Ger,2,3
2,ILM-EKF,3,3
3,EuroCOVIDhub-baseline,1,3
3,FIAS_FZJ-Epi1Ger,2,3
3,ITWW-county_repro,3,3
4,EuroCOVIDhub-baseline,1,3
4,FIAS_FZJ-Epi1Ger,2,3
4,Karlen-pypm,3,3
5,EuroCOVIDhub-baseline,1,3
5,FIAS_FZJ-Epi1Ger,2,3
5,MIT_CovidAnalytics-DELPHI,3,3
6,EuroCOVIDhub-baseline,1,3
6,FIAS_FZJ-Epi1Ger,2,3
6,UNIPV-BayesINGARCHX,3,3
7,EuroCOVIDhub-baseline,1,3
7,FIAS_FZJ-Epi1Ger,2,3
7,epiforecasts-EpiNow2,3,3
8,EuroCOVIDhub-baseline,1,3
8,FIAS_FZJ-Epi1Ger,2,3
8,itwm-dSEIR,3,3
9,EuroCOVIDhub-baseline,1,3
9,FIAS_FZJ-Epi1Ger,2,3
9,HZI-AgeExtendedSEIR,3,3
10,EuroCOVIDhub-baseline,1,3
10,FIAS_FZJ-Epi1Ger,2,3
10,MUNI-ARIMA,3,3
11,EuroCOVIDhub-baseline,1,3
11,FIAS_FZJ-Epi1Ger,2,3
11,RobertWalraven-ESG,3,3
12,EuroCOVIDhub-baseline,1,3
12,FIAS_FZJ-Epi1Ger,2,3
12,CovidMetrics-epiBATS,3,3
13,EuroCOVIDhub-baseline,1,3
13,IEM_Health-CovidProject,2,3
13,ILM-EKF,3,3
14,EuroCOVIDhub-baseline,1,3
14,IEM_Health-CovidProject,2,3
14,ITWW-county_repro,3,3
15,EuroCOVIDhub-baseline,1,3
15,IEM_Health-CovidProject,2,3
15,Karlen-pypm,3,3
16,EuroCOVIDhub-baseline,1,3
16,IEM_Health-CovidProject,2,3
16,MIT_CovidAnalytics-DELPHI,3,3
17,EuroCOVIDhub-baseline,1,3
17,IEM_Health-CovidProject,2,3
17,UNIPV-BayesINGARCHX,3,3
18,EuroCOVIDhub-baseline,1,3
18,IEM_Health-CovidProject,2,3
18,epiforecasts-EpiNow2,3,3
19,EuroCOVIDhub-baseline,1,3
19,IEM_Health-CovidProject,2,3
19,itwm-dSEIR,3,3
20,EuroCOVIDhub-baseline,1,3
20,IEM_Health-CovidProject,2,3
20,HZI-AgeExtendedSEIR,3,3
21,EuroCOVIDhub-baseline,1,3
21,IEM_Health-CovidProject,2,3
21,MUNI-ARIMA,3,3
22,EuroCOVIDhub-baseline,1,3
22,IEM_Health-CovidProject,2,3
22,RobertWalraven-ESG,3,3
23,EuroCOVIDhub-baseline,1,3
23,IEM_Health-CovidProject,2,3
23,CovidMetrics-epiBATS,3,3
24,EuroCOVIDhub-baseline,1,3
24,ILM-EKF,2,3
24,ITWW-county_repro,3,3
25,EuroCOVIDhub-baseline,1,3
25,ILM-EKF,2,3
25,Karlen-pypm,3,3
26,EuroCOVIDhub-baseline,1,3
26,ILM-EKF,2,3
26,MIT_CovidAnalytics-DELPHI,3,3
27,EuroCOVIDhub-baseline,1,3
27,ILM-EKF,2,3
27,UNIPV-BayesINGARCHX,3,3
28,EuroCOVIDhub-baseline,1,3
28,ILM-EKF,2,3
