ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,10
1,ICM-agentModel,2,10
1,IEM_Health-CovidProject,3,10
1,ILM-EKF,4,10
1,ITWW-county_repro,5,10
1,MIT_CovidAnalytics-DELPHI,6,10
1,MOCOS-agent1,7,10
1,RobertWalraven-ESG,8,10
1,epiforecasts-EpiNow2,9,10
1,UMass-MechBayes,10,10
2,EuroCOVIDhub-baseline,1,10
2,ICM-agentModel,2,10
2,IEM_Health-CovidProject,3,10
2,ILM-EKF,4,10
2,ITWW-county_repro,5,10
2,MIT_CovidAnalytics-DELPHI,6,10
2,MOCOS-agent1,7,10
2,RobertWalraven-ESG,8,10
2,epiforecasts-EpiNow2,9,10
2,MUNI-ARIMA,10,10
3,EuroCOVIDhub-baseline,1,10
3,ICM-agentModel,2,10
3,IEM_Health-CovidProject,3,10
3,ILM-EKF,4,10
3,ITWW-county_repro,5,10
3,MIT_CovidAnalytics-DELPHI,6,10
3,MOCOS-agent1,7,10
3,RobertWalraven-ESG,8,10
3,UMass-MechBayes,9,10
3,MUNI-ARIMA,10,10
4,EuroCOVIDhub-baseline,1,10
4,ICM-agentModel,2,10
4,IEM_Health-CovidProject,3,10
4,ILM-EKF,4,10
4,ITWW-county_repro,5,10
4,MIT_CovidAnalytics-DELPHI,6,10
4,MOCOS-agent1,7,10
4,epiforecasts-EpiNow2,8,10
4,UMass-MechBayes,9,10
4,MUNI-ARIMA,10,10
5,EuroCOVIDhub-baseline,1,10
5,ICM-agentModel,2,10
5,IEM_Health-CovidProject,3,10
5,ILM-EKF,4,10
5,ITWW-county_repro,5,10
5,MIT_CovidAnalytics-DELPHI,6,10
5,RobertWalraven-ESG,7,10
5,epiforecasts-EpiNow2,8,10
5,UMass-MechBayes,9,10
5,MUNI-ARIMA,10,10
6,EuroCOVIDhub-baseline,1,10
6,ICM-agentModel,2,10
6,IEM_Health-CovidProject,3,10
6,ILM-EKF,4,10
6,ITWW-county_repro,5,10
6,MOCOS-agent1,6,10
6,RobertWalraven-ESG,7,10
6,epiforecasts-EpiNow2,8,10
6,UMass-MechBayes,9,10
6,MUNI-ARIMA,10,10
7,EuroCOVIDhub-baseline,1,10
7,ICM-agentModel,2,10
7,IEM_Health-CovidProject,3,10
7,ILM-EKF,4,10
7,MIT_CovidAnalytics-DELPHI,5,10
7,MOCOS-agent1,6,10
7,RobertWalraven-ESG,7,10
7,epiforecasts-EpiNow2,8,10
7,UMass-MechBayes,9,10
7,MUNI-ARIMA,10,10
8,EuroCOVIDhub-baseline,1,10
8,ICM-agentModel,2,10
8,IEM_Health-CovidProject,3,10
8,ITWW-county_repro,4,10
8,MIT_CovidAnalytics-DELPHI,5,10
8,MOCOS-agent1,6,10
8,RobertWalraven-ESG,7,10
8,epiforecasts-EpiNow2,8,10
8,UMass-MechBayes,9,10
8,MUNI-ARIMA,10,10
9,EuroCOVIDhub-baseline,1,10
9,ICM-agentModel,2,10
9,ILM-EKF,3,10
9,ITWW-county_repro,4,10
9,MIT_CovidAnalytics-DELPHI,5,10
9,MOCOS-agent1,6,10
9,RobertWalraven-ESG,7,10
9,epiforecasts-EpiNow2,8,10
9,UMass-MechBayes,9,10
9,MUNI-ARIMA,10,10
10,EuroCOVIDhub-baseline,1,10
10,IEM_Health-CovidProject,2,10
10,ILM-EKF,3,10
10,ITWW-county_repro,4,10
10,MIT_CovidAnalytics-DELPHI,5,10
10,MOCOS-agent1,6,10
10,RobertWalraven-ESG,7,10
10,epiforecasts-EpiNow2,8,10
10,UMass-MechBayes,9,10
10,MUNI-ARIMA,10,10
11,ICM-agentModel,1,10
11,IEM_Health-CovidProject,2,10
11,ILM-EKF,3,10
11,ITWW-county_repro,4,10
11,MIT_CovidAnalytics-DELPHI,5,10
11,MOCOS-agent1,6,10
11,RobertWalraven-ESG,7,10
11,epiforecasts-EpiNow2,8,10
11,UMass-MechBayes,9,10
11,MUNI-ARIMA,10,10
