ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,10
1,FIAS_FZJ-Epi1Ger,2,10
1,IEM_Health-CovidProject,3,10
1,ILM-EKF,4,10
1,ITWW-county_repro,5,10
1,Karlen-pypm,6,10
1,MIT_CovidAnalytics-DELPHI,7,10
1,UNIPV-BayesINGARCHX,8,10
1,epiforecasts-EpiNow2,9,10
1,itwm-dSEIR,10,10
2,EuroCOVIDhub-baseline,1,10
2,FIAS_FZJ-Epi1Ger,2,10
2,IEM_Health-CovidProject,3,10
2,ILM-EKF,4,10
2,ITWW-county_repro,5,10
2,Karlen-pypm,6,10
2,MIT_CovidAnalytics-DELPHI,7,10
2,UNIPV-BayesINGARCHX,8,10
2,epiforecasts-EpiNow2,9,10
2,HZI-AgeExtendedSEIR,10,10
3,EuroCOVIDhub-baseline,1,10
3,FIAS_FZJ-Epi1Ger,2,10
3,IEM_Health-CovidProject,3,10
3,ILM-EKF,4,10
3,ITWW-county_repro,5,10
3,Karlen-pypm,6,10
3,MIT_CovidAnalytics-DELPHI,7,10
3,UNIPV-BayesINGARCHX,8,10
3,epiforecasts-EpiNow2,9,10
3,MUNI-ARIMA,10,10
4,EuroCOVIDhub-baseline,1,10
4,FIAS_FZJ-Epi1Ger,2,10
4,IEM_Health-CovidProject,3,10
4,ILM-EKF,4,10
4,ITWW-county_repro,5,10
4,Karlen-pypm,6,10
4,MIT_CovidAnalytics-DELPHI,7,10
4,UNIPV-BayesINGARCHX,8,10
4,epiforecasts-EpiNow2,9,10
4,RobertWalraven-ESG,10,10
5,EuroCOVIDhub-baseline,1,10
5,FIAS_FZJ-Epi1Ger,2,10
5,IEM_Health-CovidProject,3,10
5,ILM-EKF,4,10
5,ITWW-county_repro,5,10
5,Karlen-pypm,6,10
5,MIT_CovidAnalytics-DELPHI,7,10
5,UNIPV-BayesINGARCHX,8,10
5,epiforecasts-EpiNow2,9,10
5,CovidMetrics-epiBATS,10,10
6,EuroCOVIDhub-baseline,1,10
6,FIAS_FZJ-Epi1Ger,2,10
6,IEM_Health-CovidProject,3,10
6,ILM-EKF,4,10
6,ITWW-county_repro,5,10
6,Karlen-pypm,6,10
6,MIT_CovidAnalytics-DELPHI,7,10
6,UNIPV-BayesINGARCHX,8,10
6,itwm-dSEIR,9,10
6,HZI-AgeExtendedSEIR,10,10
