ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,9
1,ICM-agentModel,2,9
1,IEM_Health-CovidProject,3,9
1,ILM-EKF,4,9
1,ITWW-county_repro,5,9
1,MIT_CovidAnalytics-DELPHI,6,9
1,MOCOS-agent1,7,9
1,RobertWalraven-ESG,8,9
1,epiforecasts-EpiNow2,9,9
2,EuroCOVIDhub-baseline,1,9
2,ICM-agentModel,2,9
2,IEM_Health-CovidProject,3,9
2,ILM-EKF,4,9
2,ITWW-county_repro,5,9
2,MIT_CovidAnalytics-DELPHI,6,9
2,MOCOS-agent1,7,9
2,RobertWalraven-ESG,8,9
2,UMass-MechBayes,9,9
3,EuroCOVIDhub-baseline,1,9
3,ICM-agentModel,2,9
3,IEM_Health-CovidProject,3,9
3,ILM-EKF,4,9
3,ITWW-county_repro,5,9
3,MIT_CovidAnalytics-DELPHI,6,9
3,MOCOS-agent1,7,9
3,RobertWalraven-ESG,8,9
3,MUNI-ARIMA,9,9
4,EuroCOVIDhub-baseline,1,9
4,ICM-agentModel,2,9
4,IEM_Health-CovidProject,3,9
4,ILM-EKF,4,9
4,ITWW-county_repro,5,9
4,MIT_CovidAnalytics-DELPHI,6,9
4,MOCOS-agent1,7,9
4,epiforecasts-EpiNow2,8,9
4,UMass-MechBayes,9,9
5,EuroCOVIDhub-baseline,1,9
5,ICM-agentModel,2,9
5,IEM_Health-CovidProject,3,9
5,ILM-EKF,4,9
5,ITWW-county_repro,5,9
5,MIT_CovidAnalytics-DELPHI,6,9
5,MOCOS-agent1,7,9
5,epiforecasts-EpiNow2,8,9
5,MUNI-ARIMA,9,9
6,EuroCOVIDhub-baseline,1,9
6,ICM-agentModel,2,9
6,IEM_Health-CovidProject,3,9
6,ILM-EKF,4,9
6,ITWW-county_repro,5,9
6,MIT_CovidAnalytics-DELPHI,6,9
6,MOCOS-agent1,7,9
6,UMass-MechBayes,8,9
6,MUNI-ARIMA,9,9
7,EuroCOVIDhub-baseline,1,9
7,ICM-agentModel,2,9
7,IEM_Health-CovidProject,3,9
7,ILM-EKF,4,9
7,ITWW-county_repro,5,9
7,MIT_CovidAnalytics-DELPHI,6,9
7,RobertWalraven-ESG,7,9
7,epiforecasts-EpiNow2,8,9
7,UMass-MechBayes,9,9
8,EuroCOVIDhub-baseline,1,9
8,ICM-agentModel,2,9
8,IEM_Health-CovidProject,3,9
8,ILM-EKF,4,9
8,ITWW-county_repro,5,9
8,MIT_CovidAnalytics-DELPHI,6,9
8,RobertWalraven-ESG,7,9
8,epiforecasts-EpiNow2,8,9
8,MUNI-ARIMA,9,9
9,EuroCOVIDhub-baseline,1,9
9,ICM-agentModel,2,9
9,IEM_Health-CovidProject,3,9
9,ILM-EKF,4,9
9,ITWW-county_repro,5,9
9,MIT_CovidAnalytics-DELPHI,6,9
9,RobertWalraven-ESG,7,9
9,UMass-MechBayes,8,9
9,MUNI-ARIMA,9,9
11,EuroCOVIDhub-baseline,1,9
11,ICM-agentModel,2,9
11,IEM_Health-CovidProject,3,9
11,ILM-EKF,4,9
11,ITWW-county_repro,5,9
11,MOCOS-agent1,6,9
11,RobertWalraven-ESG,7,9
11,epiforecasts-EpiNow2,8,9
11,UMass-MechBayes,9,9
12,EuroCOVIDhub-baseline,1,9
12,ICM-agentModel,2,9
12,IEM_Health-CovidProject,3,9
12,ILM-EKF,4,9
12,ITWW-county_repro,5,9
12,MOCOS-agent1,6,9
12,RobertWalraven-ESG,7,9
12,epiforecasts-EpiNow2,8,9
12,MUNI-ARIMA,9,9
13,EuroCOVIDhub-baseline,1,9
13,ICM-agentModel,2,9
13,IEM_Health-CovidProject,3,9
13,ILM-EKF,4,9
13,ITWW-county_repro,5,9
13,MOCOS-agent1,6,9
13,RobertWalraven-ESG,7,9
13,UMass-MechBayes,8,9
13,MUNI-ARIMA,9,9
14,EuroCOVIDhub-baseline,1,9
14,ICM-agentModel,2,9
14,IEM_Health-CovidProject,3,9
14,ILM-EKF,4,9
14,ITWW-county_repro,5,9
14,MOCOS-agent1,6,9
14,epiforecasts-EpiNow2,7,9
14,UMass-MechBayes,8,9
14,MUNI-ARIMA,9,9
15,EuroCOVIDhub-baseline,1,9
15,ICM-agentModel,2,9
15,IEM_Health-CovidProject,3,9
15,ILM-EKF,4,9
15,ITWW-county_repro,5,9
15,RobertWalraven-ESG,6,9
15,epiforecasts-EpiNow2,7,9
15,UMass-MechBayes,8,9
15,MUNI-ARIMA,9,9
16,EuroCOVIDhub-baseline,1,9
16,ICM-agentModel,2,9
16,IEM_Health-CovidProject,3,9
16,ILM-EKF,4,9
16,MIT_CovidAnalytics-DELPHI,5,9
16,MOCOS-agent1,6,9
16,RobertWalraven-ESG,7,9
16,epiforecasts-EpiNow2,8,9
16,UMass-MechBayes,9,9
17,EuroCOVIDhub-baseline,1,9
17,ICM-agentModel,2,9
17,IEM_Health-CovidProject,3,9
17,ILM-EKF,4,9
17,MIT_CovidAnalytics-DELPHI,5,9
17,MOCOS-agent1,6,9
17,RobertWalraven-ESG,7,9
17,epiforecasts-EpiNow2,8,9
17,MUNI-ARIMA,9,9
18,EuroCOVIDhub-baseline,1,9
18,ICM-agentModel,2,9
18,IEM_Health-CovidProject,3,9
18,ILM-EKF,4,9
18,MIT_CovidAnalytics-DELPHI,5,9
18,MOCOS-agent1,6,9
18,RobertWalraven-ESG,7,9
18,UMass-MechBayes,8,9
18,MUNI-ARIMA,9,9
21,EuroCOVIDhub-baseline,1,9
21,ICM-agentModel,2,9
21,IEM_Health-CovidProject,3,9
21,ILM-EKF,4,9
21,MOCOS-agent1,5,9
21,RobertWalraven-ESG,6,9
21,epiforecasts-EpiNow2,7,9
21,UMass-MechBayes,8,9
21,MUNI-ARIMA,9,9
22,EuroCOVIDhub-baseline,1,9
22,ICM-agentModel,2,9
22,IEM_Health-CovidProject,3,9
22,ITWW-county_repro,4,9
22,MIT_CovidAnalytics-DELPHI,5,9
22,MOCOS-agent1,6,9
22,RobertWalraven-ESG,7,9
22,epiforecasts-EpiNow2,8,9
22,UMass-MechBayes,9,9
23,EuroCOVIDhub-baseline,1,9
23,ICM-agentModel,2,9
23,IEM_Health-CovidProject,3,9
23,ITWW-county_repro,4,9
23,MIT_CovidAnalytics-DELPHI,5,9
23,MOCOS-agent1,6,9
23,RobertWalraven-ESG,7,9
23,epiforecasts-EpiNow2,8,9
23,MUNI-ARIMA,9,9
24,EuroCOVIDhub-baseline,1,9
24,ICM-agentModel,2,9
24,IEM_Health-CovidProject,3,9
24,ITWW-county_repro,4,9
24,MIT_CovidAnalytics-DELPHI,5,9
24,MOCOS-agent1,6,9
24,RobertWalraven-ESG,7,9
24,UMass-MechBayes,8,9
24,MUNI-ARIMA,9,9
27,EuroCOVIDhub-baseline,1,9
27,ICM-agentModel,2,9
