ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,8
1,ICM-agentModel,2,8
1,IEM_Health-CovidProject,3,8
1,ILM-EKF,4,8
1,ITWW-county_repro,5,8
1,MIT_CovidAnalytics-DELPHI,6,8
1,MOCOS-agent1,7,8
1,epiforecasts-EpiNow2,8,8
2,EuroCOVIDhub-baseline,1,8
2,ICM-agentModel,2,8
2,IEM_Health-CovidProject,3,8
2,ILM-EKF,4,8
2,ITWW-county_repro,5,8
2,MIT_CovidAnalytics-DELPHI,6,8
2,MOCOS-agent1,7,8
2,PL_GRedlarski-DistrictsSum,8,8
4,EuroCOVIDhub-baseline,1,8
4,ICM-agentModel,2,8
4,IEM_Health-CovidProject,3,8
4,ILM-EKF,4,8
4,ITWW-county_repro,5,8
4,MIT_CovidAnalytics-DELPHI,6,8
4,MOCOS-agent1,7,8
4,RobertWalraven-ESG,8,8
9,EuroCOVIDhub-baseline,1,8
9,ICM-agentModel,2,8
9,IEM_Health-CovidProject,3,8
9,ILM-EKF,4,8
9,ITWW-county_repro,5,8
9,MIT_CovidAnalytics-DELPHI,6,8
9,PL_GRedlarski-DistrictsSum,7,8
9,RobertWalraven-ESG,8,8
11,EuroCOVIDhub-baseline,1,8
11,ICM-agentModel,2,8
11,IEM_Health-CovidProject,3,8
11,ILM-EKF,4,8
11,ITWW-county_repro,5,8
11,MOCOS-agent1,6,8
11,epiforecasts-EpiNow2,7,8
11,PL_GRedlarski-DistrictsSum,8,8
13,EuroCOVIDhub-baseline,1,8
13,ICM-agentModel,2,8
13,IEM_Health-CovidProject,3,8
13,ILM-EKF,4,8
13,ITWW-county_repro,5,8
13,MOCOS-agent1,6,8
13,epiforecasts-EpiNow2,7,8
13,RobertWalraven-ESG,8,8
14,EuroCOVIDhub-baseline,1,8
14,ICM-agentModel,2,8
14,IEM_Health-CovidProject,3,8
14,ILM-EKF,4,8
14,ITWW-county_repro,5,8
14,MOCOS-agent1,6,8
14,PL_GRedlarski-DistrictsSum,7,8
14,MUNI-ARIMA,8,8
15,EuroCOVIDhub-baseline,1,8
15,ICM-agentModel,2,8
15,IEM_Health-CovidProject,3,8
15,ILM-EKF,4,8
15,ITWW-county_repro,5,8
15,MOCOS-agent1,6,8
15,PL_GRedlarski-DistrictsSum,7,8
15,RobertWalraven-ESG,8,8
16,EuroCOVIDhub-baseline,1,8
16,ICM-agentModel,2,8
16,IEM_Health-CovidProject,3,8
16,ILM-EKF,4,8
16,ITWW-county_repro,5,8
16,MOCOS-agent1,6,8
16,MUNI-ARIMA,7,8
16,RobertWalraven-ESG,8,8
18,EuroCOVIDhub-baseline,1,8
18,ICM-agentModel,2,8
18,IEM_Health-CovidProject,3,8
18,ILM-EKF,4,8
18,ITWW-county_repro,5,8
18,epiforecasts-EpiNow2,6,8
18,PL_GRedlarski-DistrictsSum,7,8
18,RobertWalraven-ESG,8,8
20,EuroCOVIDhub-baseline,1,8
20,ICM-agentModel,2,8
20,IEM_Health-CovidProject,3,8
20,ILM-EKF,4,8
20,ITWW-county_repro,5,8
