ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,7
1,IEM_Health-CovidProject,2,7
1,ILM-EKF,3,7
1,MUNI_DMS-SEIAR,4,7
1,RobertWalraven-ESG,5,7
1,epiforecasts-EpiNow2,6,7
1,UMass-MechBayes,7,7
2,EuroCOVIDhub-baseline,1,7
2,IEM_Health-CovidProject,2,7
2,ILM-EKF,3,7
2,MUNI_DMS-SEIAR,4,7
2,RobertWalraven-ESG,5,7
2,epiforecasts-EpiNow2,6,7
2,MUNI-ARIMA,7,7
3,EuroCOVIDhub-baseline,1,7
3,IEM_Health-CovidProject,2,7
3,ILM-EKF,3,7
3,MUNI_DMS-SEIAR,4,7
3,RobertWalraven-ESG,5,7
3,UMass-MechBayes,6,7
3,MUNI-ARIMA,7,7
4,EuroCOVIDhub-baseline,1,7
4,IEM_Health-CovidProject,2,7
4,ILM-EKF,3,7
4,MUNI_DMS-SEIAR,4,7
4,epiforecasts-EpiNow2,5,7
4,UMass-MechBayes,6,7
4,MUNI-ARIMA,7,7
5,EuroCOVIDhub-baseline,1,7
5,IEM_Health-CovidProject,2,7
5,ILM-EKF,3,7
5,RobertWalraven-ESG,4,7
5,epiforecasts-EpiNow2,5,7
5,UMass-MechBayes,6,7
5,MUNI-ARIMA,7,7
6,EuroCOVIDhub-baseline,1,7
6,IEM_Health-CovidProject,2,7
6,MUNI_DMS-SEIAR,3,7
6,RobertWalraven-ESG,4,7
6,epiforecasts-EpiNow2,5,7
6,UMass-MechBayes,6,7
6,MUNI-ARIMA,7,7
7,EuroCOVIDhub-baseline,1,7
7,ILM-EKF,2,7
7,MUNI_DMS-SEIAR,3,7
7,RobertWalraven-ESG,4,7
7,epiforecasts-EpiNow2,5,7
7,UMass-MechBayes,6,7
7,MUNI-ARIMA,7,7
8,IEM_Health-CovidProject,1,7
8,ILM-EKF,2,7
8,MUNI_DMS-SEIAR,3,7
8,RobertWalraven-ESG,4,7
8,epiforecasts-EpiNow2,5,7
8,UMass-MechBayes,6,7
8,MUNI-ARIMA,7,7
