ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,9
1,FIAS_FZJ-Epi1Ger,2,9
1,IEM_Health-CovidProject,3,9
1,ILM-EKF,4,9
1,ITWW-county_repro,5,9
1,Karlen-pypm,6,9
1,MIT_CovidAnalytics-DELPHI,7,9
1,UNIPV-BayesINGARCHX,8,9
1,epiforecasts-EpiNow2,9,9
2,EuroCOVIDhub-baseline,1,9
2,FIAS_FZJ-Epi1Ger,2,9
2,IEM_Health-CovidProject,3,9
2,ILM-EKF,4,9
2,ITWW-county_repro,5,9
2,Karlen-pypm,6,9
2,MIT_CovidAnalytics-DELPHI,7,9
2,UNIPV-BayesINGARCHX,8,9
2,itwm-dSEIR,9,9
3,EuroCOVIDhub-baseline,1,9
3,FIAS_FZJ-Epi1Ger,2,9
3,IEM_Health-CovidProject,3,9
3,ILM-EKF,4,9
3,ITWW-county_repro,5,9
3,Karlen-pypm,6,9
3,MIT_CovidAnalytics-DELPHI,7,9
3,UNIPV-BayesINGARCHX,8,9
3,HZI-AgeExtendedSEIR,9,9
7,EuroCOVIDhub-baseline,1,9
7,FIAS_FZJ-Epi1Ger,2,9
7,IEM_Health-CovidProject,3,9
7,ILM-EKF,4,9
7,ITWW-county_repro,5,9
7,Karlen-pypm,6,9
7,MIT_CovidAnalytics-DELPHI,7,9
7,epiforecasts-EpiNow2,8,9
7,itwm-dSEIR,9,9
12,EuroCOVIDhub-baseline,1,9
12,FIAS_FZJ-Epi1Ger,2,9
12,IEM_Health-CovidProject,3,9
12,ILM-EKF,4,9
12,ITWW-county_repro,5,9
12,Karlen-pypm,6,9
12,MIT_CovidAnalytics-DELPHI,7,9
12,itwm-dSEIR,8,9
12,HZI-AgeExtendedSEIR,9,9
13,EuroCOVIDhub-baseline,1,9
13,FIAS_FZJ-Epi1Ger,2,9
13,IEM_Health-CovidProject,3,9
13,ILM-EKF,4,9
13,ITWW-county_repro,5,9
13,Karlen-pypm,6,9
13,MIT_CovidAnalytics-DELPHI,7,9
13,itwm-dSEIR,8,9
13,MUNI-ARIMA,9,9
14,EuroCOVIDhub-baseline,1,9
14,FIAS_FZJ-Epi1Ger,2,9
14,IEM_Health-CovidProject,3,9
14,ILM-EKF,4,9
14,ITWW-county_repro,5,9
14,Karlen-pypm,6,9
14,MIT_CovidAnalytics-DELPHI,7,9
14,itwm-dSEIR,8,9
14,RobertWalraven-ESG,9,9
16,EuroCOVIDhub-baseline,1,9
16,FIAS_FZJ-Epi1Ger,2,9
16,IEM_Health-CovidProject,3,9
16,ILM-EKF,4,9
16,ITWW-county_repro,5,9
16,Karlen-pypm,6,9
16,MIT_CovidAnalytics-DELPHI,7,9
16,HZI-AgeExtendedSEIR,8,9
16,MUNI-ARIMA,9,9
17,EuroCOVIDhub-baseline,1,9
17,FIAS_FZJ-Epi1Ger,2,9
17,IEM_Health-CovidProject,3,9
17,ILM-EKF,4,9
17,ITWW-county_repro,5,9
17,Karlen-pypm,6,9
17,MIT_CovidAnalytics-DELPHI,7,9
17,HZI-AgeExtendedSEIR,8,9
17,RobertWalraven-ESG,9,9
19,EuroCOVIDhub-baseline,1,9
19,FIAS_FZJ-Epi1Ger,2,9
19,IEM_Health-CovidProject,3,9
19,ILM-EKF,4,9
19,ITWW-county_repro,5,9
19,Karlen-pypm,6,9
19,MIT_CovidAnalytics-DELPHI,7,9
19,MUNI-ARIMA,8,9
19,RobertWalraven-ESG,9,9
22,EuroCOVIDhub-baseline,1,9
22,FIAS_FZJ-Epi1Ger,2,9
22,IEM_Health-CovidProject,3,9
22,ILM-EKF,4,9
22,ITWW-county_repro,5,9
22,Karlen-pypm,6,9
22,UNIPV-BayesINGARCHX,7,9
22,epiforecasts-EpiNow2,8,9
22,itwm-dSEIR,9,9
27,EuroCOVIDhub-baseline,1,9
27,FIAS_FZJ-Epi1Ger,2,9
27,IEM_Health-CovidProject,3,9
27,ILM-EKF,4,9
27,ITWW-county_repro,5,9
27,Karlen-pypm,6,9
27,UNIPV-BayesINGARCHX,7,9
27,itwm-dSEIR,8,9
27,HZI-AgeExtendedSEIR,9,9
28,EuroCOVIDhub-baseline,1,9
28,FIAS_FZJ-Epi1Ger,2,9
28,IEM_Health-CovidProject,3,9
28,ILM-EKF,4,9
28,ITWW-county_repro,5,9
28,Karlen-pypm,6,9
28,UNIPV-BayesINGARCHX,7,9
28,itwm-dSEIR,8,9
28,MUNI-ARIMA,9,9
