ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,8
1,ICM-agentModel,2,8
1,IEM_Health-CovidProject,3,8
1,ILM-EKF,4,8
1,ITWW-county_repro,5,8
1,MIT_CovidAnalytics-DELPHI,6,8
1,MOCOS-agent1,7,8
1,epiforecasts-EpiNow2,8,8
2,EuroCOVIDhub-baseline,1,8
2,ICM-agentModel,2,8
2,IEM_Health-CovidProject,3,8
2,ILM-EKF,4,8
2,ITWW-county_repro,5,8
2,MIT_CovidAnalytics-DELPHI,6,8
2,MOCOS-agent1,7,8
2,PL_GRedlarski-DistrictsSum,8,8
3,EuroCOVIDhub-baseline,1,8
3,ICM-agentModel,2,8
3,IEM_Health-CovidProject,3,8
3,ILM-EKF,4,8
3,ITWW-county_repro,5,8
3,MIT_CovidAnalytics-DELPHI,6,8
3,MOCOS-agent1,7,8
3,MUNI-ARIMA,8,8
4,EuroCOVIDhub-baseline,1,8
4,ICM-agentModel,2,8
4,IEM_Health-CovidProject,3,8
4,ILM-EKF,4,8
4,ITWW-county_repro,5,8
4,MIT_CovidAnalytics-DELPHI,6,8
4,MOCOS-agent1,7,8
4,RobertWalraven-ESG,8,8
5,EuroCOVIDhub-baseline,1,8
5,ICM-agentModel,2,8
5,IEM_Health-CovidProject,3,8
5,ILM-EKF,4,8
5,ITWW-county_repro,5,8
5,MIT_CovidAnalytics-DELPHI,6,8
5,epiforecasts-EpiNow2,7,8
5,PL_GRedlarski-DistrictsSum,8,8
6,EuroCOVIDhub-baseline,1,8
6,ICM-agentModel,2,8
6,IEM_Health-CovidProject,3,8
6,ILM-EKF,4,8
6,ITWW-county_repro,5,8
6,MIT_CovidAnalytics-DELPHI,6,8
6,epiforecasts-EpiNow2,7,8
6,MUNI-ARIMA,8,8
7,EuroCOVIDhub-baseline,1,8
7,ICM-agentModel,2,8
7,IEM_Health-CovidProject,3,8
7,ILM-EKF,4,8
7,ITWW-county_repro,5,8
7,MIT_CovidAnalytics-DELPHI,6,8
7,epiforecasts-EpiNow2,7,8
7,RobertWalraven-ESG,8,8
8,EuroCOVIDhub-baseline,1,8
8,ICM-agentModel,2,8
8,IEM_Health-CovidProject,3,8
8,ILM-EKF,4,8
8,ITWW-county_repro,5,8
8,MIT_CovidAnalytics-DELPHI,6,8
8,PL_GRedlarski-DistrictsSum,7,8
8,MUNI-ARIMA,8,8
9,EuroCOVIDhub-baseline,1,8
9,ICM-agentModel,2,8
9,IEM_Health-CovidProject,3,8
9,ILM-EKF,4,8
9,ITWW-county_repro,5,8
9,MIT_CovidAnalytics-DELPHI,6,8
9,PL_GRedlarski-DistrictsSum,7,8
9,RobertWalraven-ESG,8,8
10,EuroCOVIDhub-baseline,1,8
10,ICM-agentModel,2,8
10,IEM_Health-CovidProject,3,8
10,ILM-EKF,4,8
10,ITWW-county_repro,5,8
10,MIT_CovidAnalytics-DELPHI,6,8
10,MUNI-ARIMA,7,8
10,RobertWalraven-ESG,8,8
11,EuroCOVIDhub-baseline,1,8
11,ICM-agentModel,2,8
11,IEM_Health-CovidProject,3,8
