ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,2
1,IEM_Health-CovidProject,2,2
2,EuroCOVIDhub-baseline,1,2
2,ILM-EKF,2,2
3,EuroCOVIDhub-baseline,1,2
3,MUNI_DMS-SEIAR,2,2
4,EuroCOVIDhub-baseline,1,2
4,RobertWalraven-ESG,2,2
5,EuroCOVIDhub-baseline,1,2
5,epiforecasts-EpiNow2,2,2
6,EuroCOVIDhub-baseline,1,2
6,UMass-MechBayes,2,2
7,EuroCOVIDhub-baseline,1,2
7,MUNI-ARIMA,2,2
8,IEM_Health-CovidProject,1,2
8,ILM-EKF,2,2
9,IEM_Health-CovidProject,1,2
9,MUNI_DMS-SEIAR,2,2
10,IEM_Health-CovidProject,1,2
10,RobertWalraven-ESG,2,2
11,IEM_Health-CovidProject,1,2
11,epiforecasts-EpiNow2,2,2
12,IEM_Health-CovidProject,1,2
12,UMass-MechBayes,2,2
13,IEM_Health-CovidProject,1,2
13,MUNI-ARIMA,2,2
14,ILM-EKF,1,2
14,MUNI_DMS-SEIAR,2,2
15,ILM-EKF,1,2
15,RobertWalraven-ESG,2,2
16,ILM-EKF,1,2
16,epiforecasts-EpiNow2,2,2
17,ILM-EKF,1,2
17,UMass-MechBayes,2,2
18,ILM-EKF,1,2
18,MUNI-ARIMA,2,2
19,MUNI_DMS-SEIAR,1,2
19,RobertWalraven-ESG,2,2
20,MUNI_DMS-SEIAR,1,2
20,epiforecasts-EpiNow2,2,2
21,MUNI_DMS-SEIAR,1,2
21,UMass-MechBayes,2,2
22,MUNI_DMS-SEIAR,1,2
22,MUNI-ARIMA,2,2
23,RobertWalraven-ESG,1,2
23,epiforecasts-EpiNow2,2,2
24,RobertWalraven-ESG,1,2
24,UMass-MechBayes,2,2
25,RobertWalraven-ESG,1,2
25,MUNI-ARIMA,2,2
26,epiforecasts-EpiNow2,1,2
26,UMass-MechBayes,2,2
28,UMass-MechBayes,1,2
28,MUNI-ARIMA,2,2
