ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,4
1,FIAS_FZJ-Epi1Ger,2,4
1,IEM_Health-CovidProject,3,4
1,ILM-EKF,4,4
2,EuroCOVIDhub-baseline,1,4
2,FIAS_FZJ-Epi1Ger,2,4
2,IEM_Health-CovidProject,3,4
2,ITWW-county_repro,4,4
3,EuroCOVIDhub-baseline,1,4
3,FIAS_FZJ-Epi1Ger,2,4
3,IEM_Health-CovidProject,3,4
3,Karlen-pypm,4,4
4,EuroCOVIDhub-baseline,1,4
4,FIAS_FZJ-Epi1Ger,2,4
4,IEM_Health-CovidProject,3,4
4,MIT_CovidAnalytics-DELPHI,4,4
5,EuroCOVIDhub-baseline,1,4
5,FIAS_FZJ-Epi1Ger,2,4
5,IEM_Health-CovidProject,3,4
5,UNIPV-BayesINGARCHX,4,4
6,EuroCOVIDhub-baseline,1,4
6,FIAS_FZJ-Epi1Ger,2,4
6,IEM_Health-CovidProject,3,4
6,epiforecasts-EpiNow2,4,4
7,EuroCOVIDhub-baseline,1,4
7,FIAS_FZJ-Epi1Ger,2,4
7,IEM_Health-CovidProject,3,4
7,itwm-dSEIR,4,4
8,EuroCOVIDhub-baseline,1,4
8,FIAS_FZJ-Epi1Ger,2,4
8,IEM_Health-CovidProject,3,4
8,HZI-AgeExtendedSEIR,4,4
9,EuroCOVIDhub-baseline,1,4
9,FIAS_FZJ-Epi1Ger,2,4
9,IEM_Health-CovidProject,3,4
9,MUNI-ARIMA,4,4
10,EuroCOVIDhub-baseline,1,4
10,FIAS_FZJ-Epi1Ger,2,4
10,IEM_Health-CovidProject,3,4
10,RobertWalraven-ESG,4,4
11,EuroCOVIDhub-baseline,1,4
11,FIAS_FZJ-Epi1Ger,2,4
11,IEM_Health-CovidProject,3,4
11,CovidMetrics-epiBATS,4,4
12,EuroCOVIDhub-baseline,1,4
12,FIAS_FZJ-Epi1Ger,2,4
12,ILM-EKF,3,4
12,ITWW-county_repro,4,4
13,EuroCOVIDhub-baseline,1,4
13,FIAS_FZJ-Epi1Ger,2,4
13,ILM-EKF,3,4
13,Karlen-pypm,4,4
14,EuroCOVIDhub-baseline,1,4
14,FIAS_FZJ-Epi1Ger,2,4
14,ILM-EKF,3,4
14,MIT_CovidAnalytics-DELPHI,4,4
15,EuroCOVIDhub-baseline,1,4
15,FIAS_FZJ-Epi1Ger,2,4
15,ILM-EKF,3,4
15,UNIPV-BayesINGARCHX,4,4
16,EuroCOVIDhub-baseline,1,4
16,FIAS_FZJ-Epi1Ger,2,4
16,ILM-EKF,3,4
16,epiforecasts-EpiNow2,4,4
17,EuroCOVIDhub-baseline,1,4
17,FIAS_FZJ-Epi1Ger,2,4
17,ILM-EKF,3,4
17,itwm-dSEIR,4,4
18,EuroCOVIDhub-baseline,1,4
18,FIAS_FZJ-Epi1Ger,2,4
18,ILM-EKF,3,4
18,HZI-AgeExtendedSEIR,4,4
19,EuroCOVIDhub-baseline,1,4
19,FIAS_FZJ-Epi1Ger,2,4
19,ILM-EKF,3,4
19,MUNI-ARIMA,4,4
20,EuroCOVIDhub-baseline,1,4
20,FIAS_FZJ-Epi1Ger,2,4
20,ILM-EKF,3,4
20,RobertWalraven-ESG,4,4
21,EuroCOVIDhub-baseline,1,4
21,FIAS_FZJ-Epi1Ger,2,4
21,ILM-EKF,3,4
21,CovidMetrics-epiBATS,4,4
22,EuroCOVIDhub-baseline,1,4
22,FIAS_FZJ-Epi1Ger,2,4
22,ITWW-county_repro,3,4
22,Karlen-pypm,4,4
23,EuroCOVIDhub-baseline,1,4
23,FIAS_FZJ-Epi1Ger,2,4
23,ITWW-county_repro,3,4
23,MIT_CovidAnalytics-DELPHI,4,4
24,EuroCOVIDhub-baseline,1,4
24,FIAS_FZJ-Epi1Ger,2,4
24,ITWW-county_repro,3,4
24,UNIPV-BayesINGARCHX,4,4
25,EuroCOVIDhub-baseline,1,4
25,FIAS_FZJ-Epi1Ger,2,4
25,ITWW-county_repro,3,4
25,epiforecasts-EpiNow2,4,4
26,EuroCOVIDhub-baseline,1,4
26,FIAS_FZJ-Epi1Ger,2,4
26,ITWW-county_repro,3,4
26,itwm-dSEIR,4,4
27,EuroCOVIDhub-baseline,1,4
27,FIAS_FZJ-Epi1Ger,2,4
27,ITWW-county_repro,3,4
27,HZI-AgeExtendedSEIR,4,4
28,EuroCOVIDhub-baseline,1,4
28,FIAS_FZJ-Epi1Ger,2,4
28,ITWW-county_repro,3,4
28,MUNI-ARIMA,4,4
29,EuroCOVIDhub-baseline,1,4
29,FIAS_FZJ-Epi1Ger,2,4
29,ITWW-county_repro,3,4
29,RobertWalraven-ESG,4,4
30,EuroCOVIDhub-baseline,1,4
30,FIAS_FZJ-Epi1Ger,2,4
30,ITWW-county_repro,3,4
30,CovidMetrics-epiBATS,4,4
31,EuroCOVIDhub-baseline,1,4
31,FIAS_FZJ-Epi1Ger,2,4
31,Karlen-pypm,3,4
31,MIT_CovidAnalytics-DELPHI,4,4
32,EuroCOVIDhub-baseline,1,4
32,FIAS_FZJ-Epi1Ger,2,4
32,Karlen-pypm,3,4
32,UNIPV-BayesINGARCHX,4,4
33,EuroCOVIDhub-baseline,1,4
33,FIAS_FZJ-Epi1Ger,2,4
33,Karlen-pypm,3,4
33,epiforecasts-EpiNow2,4,4
34,EuroCOVIDhub-baseline,1,4
34,FIAS_FZJ-Epi1Ger,2,4
34,Karlen-pypm,3,4
34,itwm-dSEIR,4,4
35,EuroCOVIDhub-baseline,1,4
35,FIAS_FZJ-Epi1Ger,2,4
35,Karlen-pypm,3,4
35,HZI-AgeExtendedSEIR,4,4
36,EuroCOVIDhub-baseline,1,4
36,FIAS_FZJ-Epi1Ger,2,4
36,Karlen-pypm,3,4
36,MUNI-ARIMA,4,4
37,EuroCOVIDhub-baseline,1,4
37,FIAS_FZJ-Epi1Ger,2,4
37,Karlen-pypm,3,4
37,RobertWalraven-ESG,4,4
38,EuroCOVIDhub-baseline,1,4
38,FIAS_FZJ-Epi1Ger,2,4
38,Karlen-pypm,3,4
38,CovidMetrics-epiBATS,4,4
39,EuroCOVIDhub-baseline,1,4
39,FIAS_FZJ-Epi1Ger,2,4
39,MIT_CovidAnalytics-DELPHI,3,4
39,UNIPV-BayesINGARCHX,4,4
40,EuroCOVIDhub-baseline,1,4
