ensid,model,modelid,k
31,EuroCOVIDhub-baseline,1,11
31,FIAS_FZJ-Epi1Ger,2,11
31,IEM_Health-CovidProject,3,11
31,ILM-EKF,4,11
31,ITWW-county_repro,5,11
31,Karlen-pypm,6,11
31,MIT_CovidAnalytics-DELPHI,7,11
31,itwm-dSEIR,8,11
31,HZI-AgeExtendedSEIR,9,11
31,MUNI-ARIMA,10,11
31,RobertWalraven-ESG,11,11
46,EuroCOVIDhub-baseline,1,11
46,FIAS_FZJ-Epi1Ger,2,11
46,IEM_Health-CovidProject,3,11
46,ILM-EKF,4,11
46,ITWW-county_repro,5,11
46,Karlen-pypm,6,11
46,UNIPV-BayesINGARCHX,7,11
46,itwm-dSEIR,8,11
46,HZI-AgeExtendedSEIR,9,11
46,MUNI-ARIMA,10,11
46,RobertWalraven-ESG,11,11
56,EuroCOVIDhub-baseline,1,11
56,FIAS_FZJ-Epi1Ger,2,11
56,IEM_Health-CovidProject,3,11
56,ILM-EKF,4,11
56,ITWW-county_repro,5,11
56,Karlen-pypm,6,11
56,itwm-dSEIR,7,11
56,HZI-AgeExtendedSEIR,8,11
56,MUNI-ARIMA,9,11
56,RobertWalraven-ESG,10,11
56,CovidMetrics-epiBATS,11,11
74,EuroCOVIDhub-baseline,1,11
74,FIAS_FZJ-Epi1Ger,2,11
74,IEM_Health-CovidProject,3,11
74,ILM-EKF,4,11
74,ITWW-county_repro,5,11
74,MIT_CovidAnalytics-DELPHI,6,11
74,epiforecasts-EpiNow2,7,11
74,itwm-dSEIR,8,11
74,HZI-AgeExtendedSEIR,9,11
74,RobertWalraven-ESG,10,11
74,CovidMetrics-epiBATS,11,11
