ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,5
1,IEM_Health-CovidProject,2,5
1,ILM-EKF,3,5
1,MUNI_DMS-SEIAR,4,5
1,RobertWalraven-ESG,5,5
2,EuroCOVIDhub-baseline,1,5
2,IEM_Health-CovidProject,2,5
2,ILM-EKF,3,5
2,MUNI_DMS-SEIAR,4,5
2,epiforecasts-EpiNow2,5,5
3,EuroCOVIDhub-baseline,1,5
3,IEM_Health-CovidProject,2,5
3,ILM-EKF,3,5
3,MUNI_DMS-SEIAR,4,5
3,UMass-MechBayes,5,5
4,EuroCOVIDhub-baseline,1,5
4,IEM_Health-CovidProject,2,5
4,ILM-EKF,3,5
4,MUNI_DMS-SEIAR,4,5
4,MUNI-ARIMA,5,5
5,EuroCOVIDhub-baseline,1,5
5,IEM_Health-CovidProject,2,5
5,ILM-EKF,3,5
5,RobertWalraven-ESG,4,5
5,epiforecasts-EpiNow2,5,5
6,EuroCOVIDhub-baseline,1,5
6,IEM_Health-CovidProject,2,5
6,ILM-EKF,3,5
6,RobertWalraven-ESG,4,5
6,UMass-MechBayes,5,5
7,EuroCOVIDhub-baseline,1,5
7,IEM_Health-CovidProject,2,5
7,ILM-EKF,3,5
7,RobertWalraven-ESG,4,5
7,MUNI-ARIMA,5,5
8,EuroCOVIDhub-baseline,1,5
8,IEM_Health-CovidProject,2,5
8,ILM-EKF,3,5
8,epiforecasts-EpiNow2,4,5
8,UMass-MechBayes,5,5
10,EuroCOVIDhub-baseline,1,5
10,IEM_Health-CovidProject,2,5
10,ILM-EKF,3,5
10,UMass-MechBayes,4,5
10,MUNI-ARIMA,5,5
11,EuroCOVIDhub-baseline,1,5
11,IEM_Health-CovidProject,2,5
11,MUNI_DMS-SEIAR,3,5
11,RobertWalraven-ESG,4,5
11,epiforecasts-EpiNow2,5,5
12,EuroCOVIDhub-baseline,1,5
12,IEM_Health-CovidProject,2,5
12,MUNI_DMS-SEIAR,3,5
12,RobertWalraven-ESG,4,5
12,UMass-MechBayes,5,5
13,EuroCOVIDhub-baseline,1,5
13,IEM_Health-CovidProject,2,5
13,MUNI_DMS-SEIAR,3,5
13,RobertWalraven-ESG,4,5
13,MUNI-ARIMA,5,5
14,EuroCOVIDhub-baseline,1,5
14,IEM_Health-CovidProject,2,5
14,MUNI_DMS-SEIAR,3,5
14,epiforecasts-EpiNow2,4,5
14,UMass-MechBayes,5,5
16,EuroCOVIDhub-baseline,1,5
16,IEM_Health-CovidProject,2,5
16,MUNI_DMS-SEIAR,3,5
16,UMass-MechBayes,4,5
16,MUNI-ARIMA,5,5
17,EuroCOVIDhub-baseline,1,5
17,IEM_Health-CovidProject,2,5
17,RobertWalraven-ESG,3,5
17,epiforecasts-EpiNow2,4,5
17,UMass-MechBayes,5,5
19,EuroCOVIDhub-baseline,1,5
19,IEM_Health-CovidProject,2,5
19,RobertWalraven-ESG,3,5
19,UMass-MechBayes,4,5
19,MUNI-ARIMA,5,5
21,EuroCOVIDhub-baseline,1,5
21,ILM-EKF,2,5
21,MUNI_DMS-SEIAR,3,5
21,RobertWalraven-ESG,4,5
21,epiforecasts-EpiNow2,5,5
22,EuroCOVIDhub-baseline,1,5
22,ILM-EKF,2,5
22,MUNI_DMS-SEIAR,3,5
22,RobertWalraven-ESG,4,5
22,UMass-MechBayes,5,5
23,EuroCOVIDhub-baseline,1,5
23,ILM-EKF,2,5
23,MUNI_DMS-SEIAR,3,5
23,RobertWalraven-ESG,4,5
23,MUNI-ARIMA,5,5
26,EuroCOVIDhub-baseline,1,5
26,ILM-EKF,2,5
26,MUNI_DMS-SEIAR,3,5
26,UMass-MechBayes,4,5
26,MUNI-ARIMA,5,5
27,EuroCOVIDhub-baseline,1,5
27,ILM-EKF,2,5
27,RobertWalraven-ESG,3,5
27,epiforecasts-EpiNow2,4,5
27,UMass-MechBayes,5,5
29,EuroCOVIDhub-baseline,1,5
29,ILM-EKF,2,5
29,RobertWalraven-ESG,3,5
29,UMass-MechBayes,4,5
29,MUNI-ARIMA,5,5
31,EuroCOVIDhub-baseline,1,5
31,MUNI_DMS-SEIAR,2,5
31,RobertWalraven-ESG,3,5
31,epiforecasts-EpiNow2,4,5
31,UMass-MechBayes,5,5
33,EuroCOVIDhub-baseline,1,5
33,MUNI_DMS-SEIAR,2,5
33,RobertWalraven-ESG,3,5
33,UMass-MechBayes,4,5
33,MUNI-ARIMA,5,5
36,IEM_Health-CovidProject,1,5
36,ILM-EKF,2,5
36,MUNI_DMS-SEIAR,3,5
36,RobertWalraven-ESG,4,5
36,epiforecasts-EpiNow2,5,5
37,IEM_Health-CovidProject,1,5
37,ILM-EKF,2,5
37,MUNI_DMS-SEIAR,3,5
37,RobertWalraven-ESG,4,5
37,UMass-MechBayes,5,5
38,IEM_Health-CovidProject,1,5
38,ILM-EKF,2,5
38,MUNI_DMS-SEIAR,3,5
38,RobertWalraven-ESG,4,5
38,MUNI-ARIMA,5,5
41,IEM_Health-CovidProject,1,5
41,ILM-EKF,2,5
41,MUNI_DMS-SEIAR,3,5
41,UMass-MechBayes,4,5
41,MUNI-ARIMA,5,5
42,IEM_Health-CovidProject,1,5
42,ILM-EKF,2,5
42,RobertWalraven-ESG,3,5
42,epiforecasts-EpiNow2,4,5
42,UMass-MechBayes,5,5
44,IEM_Health-CovidProject,1,5
44,ILM-EKF,2,5
44,RobertWalraven-ESG,3,5
44,UMass-MechBayes,4,5
44,MUNI-ARIMA,5,5
46,IEM_Health-CovidProject,1,5
46,MUNI_DMS-SEIAR,2,5
46,RobertWalraven-ESG,3,5
46,epiforecasts-EpiNow2,4,5
46,UMass-MechBayes,5,5
48,IEM_Health-CovidProject,1,5
48,MUNI_DMS-SEIAR,2,5
48,RobertWalraven-ESG,3,5
48,UMass-MechBayes,4,5
48,MUNI-ARIMA,5,5
53,ILM-EKF,1,5
53,MUNI_DMS-SEIAR,2,5
53,RobertWalraven-ESG,3,5
53,UMass-MechBayes,4,5
53,MUNI-ARIMA,5,5
