ensid,model,modelid,k
1,EuroCOVIDhub-baseline,1,12
1,ICM-agentModel,2,12
1,IEM_Health-CovidProject,3,12
1,ILM-EKF,4,12
1,ITWW-county_repro,5,12
1,MIMUW-StochSEIR,6,12
1,MIT_CovidAnalytics-DELPHI,7,12
1,MOCOS-agent1,8,12
1,epiforecasts-EpiExpert,9,12
1,epiforecasts-EpiNow2,10,12
1,epiforecasts-EpiExpert_Rt,11,12
1,PL_GRedlarski-DistrictsSum,12,12
2,EuroCOVIDhub-baseline,1,12
2,ICM-agentModel,2,12
2,IEM_Health-CovidProject,3,12
2,ILM-EKF,4,12
2,ITWW-county_repro,5,12
2,MIMUW-StochSEIR,6,12
2,MIT_CovidAnalytics-DELPHI,7,12
2,MOCOS-agent1,8,12
2,epiforecasts-EpiExpert,9,12
2,epiforecasts-EpiNow2,10,12
2,epiforecasts-EpiExpert_Rt,11,12
2,MUNI-ARIMA,12,12
3,EuroCOVIDhub-baseline,1,12
3,ICM-agentModel,2,12
3,IEM_Health-CovidProject,3,12
3,ILM-EKF,4,12
3,ITWW-county_repro,5,12
3,MIMUW-StochSEIR,6,12
3,MIT_CovidAnalytics-DELPHI,7,12
3,MOCOS-agent1,8,12
3,epiforecasts-EpiExpert,9,12
3,epiforecasts-EpiNow2,10,12
3,epiforecasts-EpiExpert_Rt,11,12
3,RobertWalraven-ESG,12,12
4,EuroCOVIDhub-baseline,1,12
4,ICM-agentModel,2,12
4,IEM_Health-CovidProject,3,12
4,ILM-EKF,4,12
4,ITWW-county_repro,5,12
4,MIMUW-StochSEIR,6,12
4,MIT_CovidAnalytics-DELPHI,7,12
4,MOCOS-agent1,8,12
4,epiforecasts-EpiExpert,9,12
4,epiforecasts-EpiNow2,10,12
4,epiforecasts-EpiExpert_Rt,11,12
4,Karlen-pypm,12,12
5,EuroCOVIDhub-baseline,1,12
5,ICM-agentModel,2,12
5,IEM_Health-CovidProject,3,12
5,ILM-EKF,4,12
5,ITWW-county_repro,5,12
5,MIMUW-StochSEIR,6,12
5,MIT_CovidAnalytics-DELPHI,7,12
5,MOCOS-agent1,8,12
5,epiforecasts-EpiExpert,9,12
5,epiforecasts-EpiNow2,10,12
5,PL_GRedlarski-DistrictsSum,11,12
5,MUNI-ARIMA,12,12
6,EuroCOVIDhub-baseline,1,12
6,ICM-agentModel,2,12
6,IEM_Health-CovidProject,3,12
6,ILM-EKF,4,12
6,ITWW-county_repro,5,12
6,MIMUW-StochSEIR,6,12
6,MIT_CovidAnalytics-DELPHI,7,12
6,MOCOS-agent1,8,12
6,epiforecasts-EpiExpert,9,12
6,epiforecasts-EpiNow2,10,12
6,PL_GRedlarski-DistrictsSum,11,12
6,RobertWalraven-ESG,12,12
7,EuroCOVIDhub-baseline,1,12
7,ICM-agentModel,2,12
7,IEM_Health-CovidProject,3,12
7,ILM-EKF,4,12
7,ITWW-county_repro,5,12
7,MIMUW-StochSEIR,6,12
7,MIT_CovidAnalytics-DELPHI,7,12
7,MOCOS-agent1,8,12
7,epiforecasts-EpiExpert,9,12
7,epiforecasts-EpiNow2,10,12
7,PL_GRedlarski-DistrictsSum,11,12
7,Karlen-pypm,12,12
8,EuroCOVIDhub-baseline,1,12
8,ICM-agentModel,2,12
8,IEM_Health-CovidProject,3,12
8,ILM-EKF,4,12
8,ITWW-county_repro,5,12
8,MIMUW-StochSEIR,6,12
8,MIT_CovidAnalytics-DELPHI,7,12
8,MOCOS-agent1,8,12
8,epiforecasts-EpiExpert,9,12
8,epiforecasts-EpiNow2,10,12
8,MUNI-ARIMA,11,12
8,RobertWalraven-ESG,12,12
9,EuroCOVIDhub-baseline,1,12
9,ICM-agentModel,2,12
9,IEM_Health-CovidProject,3,12
9,ILM-EKF,4,12
9,ITWW-county_repro,5,12
9,MIMUW-StochSEIR,6,12
9,MIT_CovidAnalytics-DELPHI,7,12
9,MOCOS-agent1,8,12
9,epiforecasts-EpiExpert,9,12
9,epiforecasts-EpiNow2,10,12
9,MUNI-ARIMA,11,12
9,Karlen-pypm,12,12
10,EuroCOVIDhub-baseline,1,12
10,ICM-agentModel,2,12
10,IEM_Health-CovidProject,3,12
10,ILM-EKF,4,12
10,ITWW-county_repro,5,12
10,MIMUW-StochSEIR,6,12
10,MIT_CovidAnalytics-DELPHI,7,12
10,MOCOS-agent1,8,12
10,epiforecasts-EpiExpert,9,12
10,epiforecasts-EpiNow2,10,12
10,RobertWalraven-ESG,11,12
10,Karlen-pypm,12,12
11,EuroCOVIDhub-baseline,1,12
11,ICM-agentModel,2,12
11,IEM_Health-CovidProject,3,12
11,ILM-EKF,4,12
11,ITWW-county_repro,5,12
11,MIMUW-StochSEIR,6,12
11,MIT_CovidAnalytics-DELPHI,7,12
11,MOCOS-agent1,8,12
11,epiforecasts-EpiExpert,9,12
11,epiforecasts-EpiExpert_Rt,10,12
11,PL_GRedlarski-DistrictsSum,11,12
11,MUNI-ARIMA,12,12
12,EuroCOVIDhub-baseline,1,12
12,ICM-agentModel,2,12
12,IEM_Health-CovidProject,3,12
12,ILM-EKF,4,12
12,ITWW-county_repro,5,12
12,MIMUW-StochSEIR,6,12
12,MIT_CovidAnalytics-DELPHI,7,12
12,MOCOS-agent1,8,12
12,epiforecasts-EpiExpert,9,12
12,epiforecasts-EpiExpert_Rt,10,12
12,PL_GRedlarski-DistrictsSum,11,12
12,RobertWalraven-ESG,12,12
13,EuroCOVIDhub-baseline,1,12
13,ICM-agentModel,2,12
13,IEM_Health-CovidProject,3,12
13,ILM-EKF,4,12
13,ITWW-county_repro,5,12
13,MIMUW-StochSEIR,6,12
13,MIT_CovidAnalytics-DELPHI,7,12
13,MOCOS-agent1,8,12
13,epiforecasts-EpiExpert,9,12
13,epiforecasts-EpiExpert_Rt,10,12
13,PL_GRedlarski-DistrictsSum,11,12
13,Karlen-pypm,12,12
14,EuroCOVIDhub-baseline,1,12
14,ICM-agentModel,2,12
14,IEM_Health-CovidProject,3,12
14,ILM-EKF,4,12
14,ITWW-county_repro,5,12
14,MIMUW-StochSEIR,6,12
14,MIT_CovidAnalytics-DELPHI,7,12
14,MOCOS-agent1,8,12
14,epiforecasts-EpiExpert,9,12
14,epiforecasts-EpiExpert_Rt,10,12
14,MUNI-ARIMA,11,12
14,RobertWalraven-ESG,12,12
15,EuroCOVIDhub-baseline,1,12
15,ICM-agentModel,2,12
15,IEM_Health-CovidProject,3,12
15,ILM-EKF,4,12
15,ITWW-county_repro,5,12
15,MIMUW-StochSEIR,6,12
15,MIT_CovidAnalytics-DELPHI,7,12
15,MOCOS-agent1,8,12
15,epiforecasts-EpiExpert,9,12
15,epiforecasts-EpiExpert_Rt,10,12
15,MUNI-ARIMA,11,12
15,Karlen-pypm,12,12
16,EuroCOVIDhub-baseline,1,12
16,ICM-agentModel,2,12
16,IEM_Health-CovidProject,3,12
16,ILM-EKF,4,12
16,ITWW-county_repro,5,12
16,MIMUW-StochSEIR,6,12
16,MIT_CovidAnalytics-DELPHI,7,12
16,MOCOS-agent1,8,12
16,epiforecasts-EpiExpert,9,12
16,epiforecasts-EpiExpert_Rt,10,12
16,RobertWalraven-ESG,11,12
16,Karlen-pypm,12,12
17,EuroCOVIDhub-baseline,1,12
17,ICM-agentModel,2,12
17,IEM_Health-CovidProject,3,12
17,ILM-EKF,4,12
17,ITWW-county_repro,5,12
17,MIMUW-StochSEIR,6,12
17,MIT_CovidAnalytics-DELPHI,7,12
17,MOCOS-agent1,8,12
17,epiforecasts-EpiExpert,9,12
17,PL_GRedlarski-DistrictsSum,10,12
17,MUNI-ARIMA,11,12
17,RobertWalraven-ESG,12,12
18,EuroCOVIDhub-baseline,1,12
18,ICM-agentModel,2,12
18,IEM_Health-CovidProject,3,12
18,ILM-EKF,4,12
18,ITWW-county_repro,5,12
18,MIMUW-StochSEIR,6,12
18,MIT_CovidAnalytics-DELPHI,7,12
18,MOCOS-agent1,8,12
18,epiforecasts-EpiExpert,9,12
18,PL_GRedlarski-DistrictsSum,10,12
18,MUNI-ARIMA,11,12
18,Karlen-pypm,12,12
19,EuroCOVIDhub-baseline,1,12
